StopAbbr,Route_EOL_exist,Route_Num_exist,Route_Count_exist,Route_EOL_bnr,Route_Num_bnr,Route_Count_bnr,_merge,Unchanged_Num,Unchanged_EOL
902777,141_WindwaRdP&R Lot,['141'],1,"143_Deerfield Pkwy, 144_Old Milton Pkwy","['143', '144']",2.0,both,False,False
902780,140_North Springs Stn,['140'],1,,,,left_only,False,False
902782,87_North Springs Stn,['87'],1,87_North Springs Stn,['87'],1.0,both,True,True
902783,87_North Springs Stn,['87'],1,87_North Springs Stn,['87'],1.0,both,True,True
902784,87_North Springs Stn,['87'],1,87_North Springs Stn,['87'],1.0,both,True,True
902785,87_North Springs Stn,['87'],1,87_North Springs Stn,['87'],1.0,both,True,True
902786,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
902787,185_North Springs Stn,['185'],1,185_North Springs Stn,['185'],1.0,both,True,True
902788,185_Old Milton Pkwy,['185'],1,185_WindwaRdP&R Lot,['185'],1.0,both,True,False
902789,185_North Springs Stn,['185'],1,185_North Springs Stn,['185'],1.0,both,True,True
902790,185_North Springs Stn,['185'],1,185_North Springs Stn,['185'],1.0,both,True,True
902791,185_North Springs Stn,['185'],1,185_North Springs Stn,['185'],1.0,both,True,True
902792,185_Old Milton Pkwy,['185'],1,185_WindwaRdP&R Lot,['185'],1.0,both,True,False
902796,140_WindwaRdP&R Lot,['140'],1,"143_Deerfield Pkwy, 144_North Springs Stn, 144_Old Milton Pkwy","['143', '144', '144']",3.0,both,False,False
902798,140_North Springs Stn,['140'],1,"143_North Springs Stn, 144_North Springs Stn, 144_Old Milton Pkwy","['143', '144', '144']",3.0,both,False,False
902799,140_North Springs Stn,['140'],1,"143_North Springs Stn, 144_North Springs Stn, 144_Old Milton Pkwy","['143', '144', '144']",3.0,both,False,False
902801,"140_North Springs Stn, 141_North Springs Stn","['140', '141']",2,"143_North Springs Stn, 144_North Springs Stn","['143', '144']",2.0,both,False,False
902802,"140_WindwaRdP&R Lot, 141_WindwaRdP&R Lot","['140', '141']",2,"143_Deerfield Pkwy, 144_Old Milton Pkwy","['143', '144']",2.0,both,False,False
902803,"140_WindwaRdP&R Lot, 141_WindwaRdP&R Lot","['140', '141']",2,"143_Deerfield Pkwy, 144_Old Milton Pkwy","['143', '144']",2.0,both,False,False
902804,"140_WindwaRdP&R Lot, 141_WindwaRdP&R Lot","['140', '141']",2,"143_Deerfield Pkwy, 144_Old Milton Pkwy","['143', '144']",2.0,both,False,False
902805,103_Winters Chapel Rd,['103'],1,104_Doraville Stn,['104'],1.0,both,False,False
902806,103_Winters Chapel Rd,['103'],1,104_Doraville Stn,['104'],1.0,both,False,False
902807,103_Chamblee Stn,['103'],1,104_Doraville Stn,['104'],1.0,both,False,False
902810,12_Midtown Stn,['12'],1,"12_Cumberland TC, 12_Midtown Stn","['12', '12']",2.0,both,False,False
902811,"32_Constitution Rd, 4_South Park Blvd, 74_Rainbow Village","['32', '4', '74']",3,"32_Linecrest Rd, 4_Constitution Rd, 51_West Lake Stn, 74_South DeKalb Mall","['32', '4', '51', '74']",4.0,both,False,False
902812,87_North Springs Stn,['87'],1,87_North Springs Stn,['87'],1.0,both,True,True
902814,87_Dunwoody Stn,['87'],1,"87_Doraville Stn, 87_North Springs Stn","['87', '87']",2.0,both,False,False
902815,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
902816,"5_Dunwoody Stn, 87_Dunwoody Stn","['5', '87']",2,5_Dunwoody Stn,['5'],1.0,both,False,False
902817,141_North Springs Stn,['141'],1,"143_North Springs Stn, 144_North Springs Stn","['143', '144']",2.0,both,False,False
902820,"140_WindwaRdP&R Lot, 141_WindwaRdP&R Lot","['140', '141']",2,"143_Deerfield Pkwy, 144_Old Milton Pkwy","['143', '144']",2.0,both,False,False
902821,140_North Springs Stn,['140'],1,,,,left_only,False,False
902822,140_WindwaRdP&R Lot,['140'],1,,,,left_only,False,False
902828,150_Dunwoody Vlg,['150'],1,87_Doraville Stn,['87'],1.0,both,False,False
902829,185_North Springs Stn,['185'],1,185_North Springs Stn,['185'],1.0,both,True,True
902830,185_Old Milton Pkwy,['185'],1,185_WindwaRdP&R Lot,['185'],1.0,both,True,False
902831,185_Old Milton Pkwy,['185'],1,185_WindwaRdP&R Lot,['185'],1.0,both,True,False
902832,185_Old Milton Pkwy,['185'],1,185_WindwaRdP&R Lot,['185'],1.0,both,True,False
902833,103_Chamblee Stn,['103'],1,104_Doraville Stn,['104'],1.0,both,False,False
902835,132_Mt Vernon Rd,['132'],1,132_Mt Vernon Rd,['132'],1.0,both,True,True
902836,132_Mt Vernon Rd,['132'],1,132_Mt Vernon Rd,['132'],1.0,both,True,True
902837,132_Mt Vernon Rd,['132'],1,132_Mt Vernon Rd,['132'],1.0,both,True,True
902838,"141_WindwaRdP&R Lot, 143_WindwaRdP&R Lot","['141', '143']",2,"143_North Springs Stn, 185_WindwaRdP&R Lot","['143', '185']",2.0,both,False,False
902839,3_HE Holmes Stn,['3'],1,3_HE Holmes Stn,['3'],1.0,both,True,True
902840,"140_North Springs Stn, 141_WindwaRdP&R Lot, 143_North Springs Stn","['140', '141', '143']",3,144_North Springs Stn,['144'],1.0,both,False,False
902841,"140_North Springs Stn, 141_North Springs Stn","['140', '141']",2,"143_North Springs Stn, 144_North Springs Stn","['143', '144']",2.0,both,False,False
902844,850_HE Holmes Stn,['850'],1,,,,left_only,False,False
902846,141_WindwaRdP&R Lot,['141'],1,"143_Deerfield Pkwy, 144_Old Milton Pkwy","['143', '144']",2.0,both,False,False
902847,140_WindwaRdP&R Lot,['140'],1,,,,left_only,False,False
902849,87_North Springs Stn,['87'],1,87_North Springs Stn,['87'],1.0,both,True,True
902850,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
902851,87_North Springs Stn,['87'],1,87_North Springs Stn,['87'],1.0,both,True,True
902852,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
902853,87_North Springs Stn,['87'],1,87_North Springs Stn,['87'],1.0,both,True,True
902854,87_North Springs Stn,['87'],1,"87_Doraville Stn, 87_North Springs Stn","['87', '87']",2.0,both,False,False
902856,185_Old Milton Pkwy,['185'],1,185_WindwaRdP&R Lot,['185'],1.0,both,True,False
902857,185_North Springs Stn,['185'],1,185_North Springs Stn,['185'],1.0,both,True,True
902858,185_Old Milton Pkwy,['185'],1,185_WindwaRdP&R Lot,['185'],1.0,both,True,False
902864,150_Dunwoody Stn,['150'],1,87_North Springs Stn,['87'],1.0,both,False,False
902865,"150_Dunwoody Stn, 150_Dunwoody Vlg","['150', '150']",2,,,,left_only,False,False
902866,"150_Dunwoody Stn, 150_Dunwoody Vlg","['150', '150']",2,,,,left_only,False,False
902867,150_Dunwoody Vlg,['150'],1,,,,left_only,False,False
902868,"5_Lindbergh Ctr Stn, 87_North Springs Stn","['5', '87']",2,5_Lindbergh Ctr Stn,['5'],1.0,both,False,False
902872,"140_North Springs Stn, 141_North Springs Stn","['140', '141']",2,"143_North Springs Stn, 144_North Springs Stn","['143', '144']",2.0,both,False,False
902874,103_Winters Chapel Rd,['103'],1,104_Doraville Stn,['104'],1.0,both,False,False
902875,103_Winters Chapel Rd,['103'],1,104_Doraville Stn,['104'],1.0,both,False,False
902877,103_Chamblee Stn,['103'],1,,,,left_only,False,False
902878,103_Chamblee Stn,['103'],1,,,,left_only,False,False
902879,103_Winters Chapel Rd,['103'],1,,,,left_only,False,False
902880,103_Chamblee Stn,['103'],1,,,,left_only,False,False
902882,102_North Avenue Stn,['102'],1,,,,left_only,False,False
902884,150_Dunwoody Vlg,['150'],1,87_Doraville Stn,['87'],1.0,both,False,False
902885,150_Dunwoody Stn,['150'],1,,,,left_only,False,False
902886,150_Dunwoody Stn,['150'],1,,,,left_only,False,False
902888,"5_Dunwoody Stn, 87_Dunwoody Stn","['5', '87']",2,5_Dunwoody Stn,['5'],1.0,both,False,False
902889,150_Dunwoody Stn,['150'],1,87_North Springs Stn,['87'],1.0,both,False,False
902890,825_Chamblee Stn,['825'],1,87_North Springs Stn,['87'],1.0,both,False,False
902891,150_Dunwoody Vlg,['150'],1,,,,left_only,False,False
902902,813_Georgia State Stn,['813'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2.0,both,False,False
902903,141_North Springs Stn,['141'],1,185_North Springs Stn,['185'],1.0,both,False,False
902903,141_North Springs Stn,['141'],1,185_North Springs Stn,['185'],1.0,both,False,False
902904,141_WindwaRdP&R Lot,['141'],1,185_WindwaRdP&R Lot,['185'],1.0,both,False,False
902905,"141_WindwaRdP&R Lot, 143_North Springs Stn","['141', '143']",2,143_Deerfield Pkwy,['143'],1.0,both,False,False
902908,"3_HE Holmes Stn, 867_HE Holmes Stn","['3', '867']",2,3_HE Holmes Stn,['3'],1.0,both,False,False
902913,102_Candler Park Stn,['102'],1,,,,left_only,False,False
902914,165_Barge RdP&R Lot,['165'],1,165_College Park Stn,['165'],1.0,both,True,False
902915,165_HE Holmes Stn,['165'],1,165_HE Holmes Stn,['165'],1.0,both,True,True
902917,140_WindwaRdP&R Lot,['140'],1,,,,left_only,False,False
902918,140_WindwaRdP&R Lot,['140'],1,,,,left_only,False,False
902919,140_WindwaRdP&R Lot,['140'],1,144_North Springs Stn,['144'],1.0,both,False,False
902920,140_North Springs Stn,['140'],1,144_Old Milton Pkwy,['144'],1.0,both,False,False
902920,140_North Springs Stn,['140'],1,144_Old Milton Pkwy,['144'],1.0,both,False,False
902921,140_North Springs Stn,['140'],1,,,,left_only,False,False
902922,140_WindwaRdP&R Lot,['140'],1,144_North Springs Stn,['144'],1.0,both,False,False
902923,"185_Mansell P&R Lot, 85_Old Milton Pkwy","['185', '85']",2,"185_WindwaRdP&R Lot, 85_Mansell P&R Lot","['185', '85']",2.0,both,True,False
902924,"185_Mansell P&R Lot, 85_Old Milton Pkwy","['185', '85']",2,"185_WindwaRdP&R Lot, 85_Mansell P&R Lot","['185', '85']",2.0,both,True,False
902925,185_North Springs Stn,['185'],1,185_North Springs Stn,['185'],1.0,both,True,True
902926,185_North Springs Stn,['185'],1,185_North Springs Stn,['185'],1.0,both,True,True
902927,185_Old Milton Pkwy,['185'],1,185_WindwaRdP&R Lot,['185'],1.0,both,True,False
902928,141_North Springs Stn,['141'],1,"143_North Springs Stn, 144_North Springs Stn","['143', '144']",2.0,both,False,False
902929,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
902930,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
902931,87_Dunwoody Stn,['87'],1,"87_Doraville Stn, 87_North Springs Stn","['87', '87']",2.0,both,False,False
902932,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
902933,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
902934,"132_Dunwoody Vlg, 150_Mt Vernon Rd","['132', '150']",2,"132_Chamblee Stn, 132_Mt Vernon Rd","['132', '132']",2.0,both,False,False
902935,132_Chamblee Stn,['132'],1,132_Chamblee Stn,['132'],1.0,both,True,True
902936,132_Chamblee Stn,['132'],1,132_Chamblee Stn,['132'],1.0,both,True,True
902937,103_Winters Chapel Rd,['103'],1,,,,left_only,False,False
902941,8_Avondale Stn,['8'],1,,,,left_only,False,False
902946,8_Avondale Stn,['8'],1,,,,left_only,False,False
902948,140_WindwaRdP&R Lot,['140'],1,,,,left_only,False,False
902949,140_North Springs Stn,['140'],1,,,,left_only,False,False
902950,140_WindwaRdP&R Lot,['140'],1,,,,left_only,False,False
902951,140_North Springs Stn,['140'],1,,,,left_only,False,False
902953,140_North Springs Stn,['140'],1,144_Old Milton Pkwy,['144'],1.0,both,False,False
902954,140_WindwaRdP&R Lot,['140'],1,144_North Springs Stn,['144'],1.0,both,False,False
902954,140_WindwaRdP&R Lot,['140'],1,144_North Springs Stn,['144'],1.0,both,False,False
902955,140_North Springs Stn,['140'],1,144_Old Milton Pkwy,['144'],1.0,both,False,False
902958,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
902961,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
902962,185_North Springs Stn,['185'],1,185_North Springs Stn,['185'],1.0,both,True,True
902963,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
902965,"185_Old Milton Pkwy, 85_Mansell P&R Lot","['185', '85']",2,85_Mansell P&R Lot,['85'],1.0,both,False,False
902966,85_North Springs Stn,['85'],1,"85_Mansell P&R Lot, 85_North Springs Stn","['85', '85']",2.0,both,False,False
902967,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
902968,"140_North Springs Stn, 141_North Springs Stn","['140', '141']",2,"143_North Springs Stn, 144_North Springs Stn","['143', '144']",2.0,both,False,False
902970,"150_Dunwoody Stn, 150_Dunwoody Vlg","['150', '150']",2,,,,left_only,False,False
902971,"150_Dunwoody Stn, 150_Dunwoody Vlg","['150', '150']",2,,,,left_only,False,False
902973,150_Dunwoody Stn,['150'],1,87_North Springs Stn,['87'],1.0,both,False,False
902974,150_Dunwoody Vlg,['150'],1,87_Doraville Stn,['87'],1.0,both,False,False
902976,141_North Springs Stn,['141'],1,185_North Springs Stn,['185'],1.0,both,False,False
902977,141_WindwaRdP&R Lot,['141'],1,,,,left_only,False,False
902978,141_North Springs Stn,['141'],1,185_North Springs Stn,['185'],1.0,both,False,False
902979,141_North Springs Stn,['141'],1,,,,left_only,False,False
902980,141_North Springs Stn,['141'],1,,,,left_only,False,False
902981,141_North Springs Stn,['141'],1,185_North Springs Stn,['185'],1.0,both,False,False
902982,185_North Springs Stn,['185'],1,144_North Springs Stn,['144'],1.0,both,False,False
902983,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
902984,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
902985,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
902986,30_Northlake Mall,['30'],1,"11_2144 Hills Avenue, 11_EXECUTIVE PARK DR NE @ ORTHO LN","['11', '11']",2.0,both,False,False
902990,36_Midtown Stn,['36'],1,"11_2144 Hills Avenue, 11_EXECUTIVE PARK DR NE @ ORTHO LN","['11', '11']",2.0,both,False,False
902995,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
902999,"5_North Springs Stn, 87_Lindbergh Ctr Stn","['5', '87']",2,"5_Lindbergh Ctr Stn, 87_North Springs Stn","['5', '87']",2.0,both,True,False
903001,47_Brookhaven Stn,['47'],1,125_Kensington Stn,['125'],1.0,both,False,False
903004,150_Dunwoody Stn,['150'],1,87_North Springs Stn,['87'],1.0,both,False,False
903005,150_Dunwoody Stn,['150'],1,87_North Springs Stn,['87'],1.0,both,False,False
903006,150_Dunwoody Stn,['150'],1,87_North Springs Stn,['87'],1.0,both,False,False
903009,"150_Lindbergh Ctr Stn, 5_Dunwoody Vlg, 87_North Springs Stn","['150', '5', '87']",3,"87_Doraville Stn, 87_North Springs Stn","['87', '87']",2.0,both,False,False
903010,"5_Dunwoody Stn, 87_Dunwoody Stn","['5', '87']",2,,,,left_only,False,False
903011,150_Dunwoody Vlg,['150'],1,,,,left_only,False,False
903012,150_Dunwoody Stn,['150'],1,,,,left_only,False,False
903013,150_Dunwoody Stn,['150'],1,,,,left_only,False,False
903014,150_Dunwoody Stn,['150'],1,,,,left_only,False,False
903015,"103_Winters Chapel Rd, 132_Mt Vernon Rd","['103', '132']",2,"132_Mt Vernon Rd, 87_North Springs Stn","['132', '87']",2.0,both,False,False
903016,132_Chamblee Stn,['132'],1,132_Chamblee Stn,['132'],1.0,both,True,True
903017,132_Chamblee Stn,['132'],1,132_Chamblee Stn,['132'],1.0,both,True,True
903018,132_Chamblee Stn,['132'],1,132_Chamblee Stn,['132'],1.0,both,True,True
903020,103_Chamblee Stn,['103'],1,,,,left_only,False,False
903021,103_Chamblee Stn,['103'],1,,,,left_only,False,False
903031,103_Chamblee Stn,['103'],1,,,,left_only,False,False
903032,126_Chamblee Stn,['126'],1,125_Dunwoody Stn,['125'],1.0,both,False,False
903034,825_Medical Center Stn,['825'],1,87_Doraville Stn,['87'],1.0,both,False,False
903037,132_Mt Vernon Rd,['132'],1,132_Mt Vernon Rd,['132'],1.0,both,True,True
903038,103_Winters Chapel Rd,['103'],1,,,,left_only,False,False
903039,150_Dunwoody Vlg,['150'],1,,,,left_only,False,False
903040,150_Dunwoody Vlg,['150'],1,,,,left_only,False,False
903041,150_Dunwoody Vlg,['150'],1,,,,left_only,False,False
903043,150_Dunwoody Stn,['150'],1,,,,left_only,False,False
903044,132_Mt Vernon Rd,['132'],1,,,,left_only,False,False
903045,141_WindwaRdP&R Lot,['141'],1,185_WindwaRdP&R Lot,['185'],1.0,both,False,False
903046,141_North Springs Stn,['141'],1,185_North Springs Stn,['185'],1.0,both,False,False
903050,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903051,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903052,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903053,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903059,"119_Juliette Rd, 221_Goldsmith P&R Lot","['119', '221']",2,,,,left_only,False,False
903060,117_Avondale Stn,['117'],1,118_Avondale Stn,['118'],1.0,both,False,False
903061,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
903065,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
903067,87_Dunwoody Stn,['87'],1,"87_Doraville Stn, 87_North Springs Stn","['87', '87']",2.0,both,False,False
903068,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
903071,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903071,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903072,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903073,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903074,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903075,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903076,"103_Winters Chapel Rd, 132_Mt Vernon Rd","['103', '132']",2,"132_Mt Vernon Rd, 87_North Springs Stn","['132', '87']",2.0,both,False,False
903077,103_Chamblee Stn,['103'],1,87_Doraville Stn,['87'],1.0,both,False,False
903078,"185_North Springs Stn, 85_North Springs Stn","['185', '85']",2,"185_North Springs Stn, 85_North Springs Stn","['185', '85']",2.0,both,True,True
903079,185_North Springs Stn,['185'],1,185_North Springs Stn,['185'],1.0,both,True,True
903080,185_Old Milton Pkwy,['185'],1,185_WindwaRdP&R Lot,['185'],1.0,both,True,False
903080,185_Old Milton Pkwy,['185'],1,185_WindwaRdP&R Lot,['185'],1.0,both,True,False
903081,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903081,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903082,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903083,185_Old Milton Pkwy,['185'],1,144_Old Milton Pkwy,['144'],1.0,both,False,False
903084,185_Old Milton Pkwy,['185'],1,144_Old Milton Pkwy,['144'],1.0,both,False,False
903085,185_Old Milton Pkwy,['185'],1,144_Old Milton Pkwy,['144'],1.0,both,False,False
903096,148_Riveredge Office Pk,['148'],1,,,,left_only,False,False
903098,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903100,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903100,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903101,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903102,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903103,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903104,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903105,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903107,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
903109,87_North Springs Stn,['87'],1,87_North Springs Stn,['87'],1.0,both,True,True
903111,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
903112,87_North Springs Stn,['87'],1,87_North Springs Stn,['87'],1.0,both,True,True
903114,141_North Springs Stn,['141'],1,"143_North Springs Stn, 144_North Springs Stn","['143', '144']",2.0,both,False,False
903116,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903117,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903119,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903120,"140_Spalding C Shpg Ctr, 141_North Springs Stn, 142_North Springs Stn","['140', '141', '142']",3,"143_North Springs Stn, 144_North Springs Stn","['143', '144']",2.0,both,False,False
903121,132_Mt Vernon Rd,['132'],1,132_Mt Vernon Rd,['132'],1.0,both,True,True
903122,"132_Chamblee Stn, 150_Dunwoody Stn","['132', '150']",2,132_Chamblee Stn,['132'],1.0,both,False,False
903123,132_Chamblee Stn,['132'],1,132_Chamblee Stn,['132'],1.0,both,True,True
903124,150_Dunwoody Vlg,['150'],1,,,,left_only,False,False
903125,132_Mt Vernon Rd,['132'],1,132_Mt Vernon Rd,['132'],1.0,both,True,True
903126,150_Dunwoody Vlg,['150'],1,,,,left_only,False,False
903127,132_Mt Vernon Rd,['132'],1,132_Mt Vernon Rd,['132'],1.0,both,True,True
903128,150_Dunwoody Stn,['150'],1,,,,left_only,False,False
903129,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903130,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903131,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903132,85_Mansell P&R Lot,['85'],1,85_Mansell P&R Lot,['85'],1.0,both,True,True
903133,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903134,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903135,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903136,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903137,148_Sandy Springs Stn,['148'],1,,,,left_only,False,False
903140,148_Sandy Springs Stn,['148'],1,,,,left_only,False,False
903141,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903142,"85_Dunwoody Stn, 87_Mansell P&R Lot","['85', '87']",2,"85_Mansell P&R Lot, 87_Doraville Stn","['85', '87']",2.0,both,True,False
903144,103_Winters Chapel Rd,['103'],1,,,,left_only,False,False
903145,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
903149,87_North Springs Stn,['87'],1,87_North Springs Stn,['87'],1.0,both,True,True
903150,87_North Springs Stn,['87'],1,87_North Springs Stn,['87'],1.0,both,True,True
903157,5_Lindbergh Ctr Stn,['5'],1,5_Lindbergh Ctr Stn,['5'],1.0,both,True,True
903158,"148_Riveredge Office Pk, 5_Lindbergh Ctr Stn","['148', '5']",2,5_Lindbergh Ctr Stn,['5'],1.0,both,False,False
903164,148_Riveredge Office Pk,['148'],1,,,,left_only,False,False
903165,825_Chamblee Stn,['825'],1,,,,left_only,False,False
903166,85_North Springs Stn,['85'],1,85_North Springs Stn,['85'],1.0,both,True,True
903174,103_Winters Chapel Rd,['103'],1,,,,left_only,False,False
903177,"140_WindwaRdP&R Lot, 141_WindwaRdP&R Lot, 85_North Springs Stn","['140', '141', '85']",3,"85_Mansell P&R Lot, 85_North Springs Stn","['85', '85']",2.0,both,False,False
903177,"140_WindwaRdP&R Lot, 141_WindwaRdP&R Lot, 85_North Springs Stn","['140', '141', '85']",3,"143_Deerfield Pkwy, 144_Old Milton Pkwy, 85_Mansell P&R Lot","['143', '144', '85']",3.0,both,False,False
903182,148_Riveredge Office Pk,['148'],1,,,,left_only,False,False
903184,5_Dunwoody Stn,['5'],1,5_Dunwoody Stn,['5'],1.0,both,True,True
903185,185_North Springs Stn,['185'],1,,,,left_only,False,False
903186,185_North Springs Stn,['185'],1,144_North Springs Stn,['144'],1.0,both,False,False
903188,"140_WindwaRdP&R Lot, 141_WindwaRdP&R Lot","['140', '141']",2,"143_Deerfield Pkwy, 144_Old Milton Pkwy","['143', '144']",2.0,both,False,False
903189,"140_North Springs Stn, 141_North Springs Stn","['140', '141']",2,"143_North Springs Stn, 144_North Springs Stn","['143', '144']",2.0,both,False,False
903190,141_WindwaRdP&R Lot,['141'],1,,,,left_only,False,False
903191,141_North Springs Stn,['141'],1,,,,left_only,False,False
903192,141_North Springs Stn,['141'],1,,,,left_only,False,False
903194,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
903195,87_Dunwoody Stn,['87'],1,87_Doraville Stn,['87'],1.0,both,True,False
903198,150_Dunwoody Vlg,['150'],1,87_Doraville Stn,['87'],1.0,both,False,False
903199,"5_Lindbergh Ctr Stn, 87_North Springs Stn","['5', '87']",2,5_Lindbergh Ctr Stn,['5'],1.0,both,False,False
903205,150_Dunwoody Stn,['150'],1,,,,left_only,False,False
903206,132_Chamblee Stn,['132'],1,132_Chamblee Stn,['132'],1.0,both,True,True
903207,150_Dunwoody Stn,['150'],1,,,,left_only,False,False
903208,132_Chamblee Stn,['132'],1,132_Chamblee Stn,['132'],1.0,both,True,True
903212,103_Chamblee Stn,['103'],1,87_Doraville Stn,['87'],1.0,both,False,False
903217,143_North Springs Stn,['143'],1,,,,left_only,False,False
903218,143_North Springs Stn,['143'],1,,,,left_only,False,False
903219,185_North Springs Stn,['185'],1,,,,left_only,False,False
903220,141_WindwaRdP&R Lot,['141'],1,185_WindwaRdP&R Lot,['185'],1.0,both,False,False
903221,87_Dunwoody Stn,['87'],1,,,,left_only,False,False
903222,87_North Springs Stn,['87'],1,,,,left_only,False,False
903225,809_Lindbergh Ctr Stn,['809'],1,,,,left_only,False,False
903226,809_Lindbergh Ctr Stn,['809'],1,7_Lindbergh Ctr Stn,['7'],1.0,both,False,False
903227,809_Lindbergh Ctr Stn,['809'],1,7_Lindbergh Ctr Stn,['7'],1.0,both,False,False
903228,809_Lindbergh Ctr Stn,['809'],1,7_Lindbergh Ctr Stn,['7'],1.0,both,False,False
903230,865_HE Holmes Stn,['865'],1,,,,left_only,False,False
903231,865_HE Holmes Stn,['865'],1,,,,left_only,False,False
903232,865_HE Holmes Stn,['865'],1,,,,left_only,False,False
903237,3_HE Holmes Stn,['3'],1,3_HE Holmes Stn,['3'],1.0,both,True,True
903238,3_HE Holmes Stn,['3'],1,3_HE Holmes Stn,['3'],1.0,both,True,True
903239,"3_West Lake Stn, 813_HE Holmes Stn","['3', '813']",2,3_HE Holmes Stn,['3'],1.0,both,False,False
903240,"867_HE Holmes Stn, 867_Sewanee Ave","['867', '867']",2,,,,left_only,False,False
903241,68_HE Holmes Stn,['68'],1,,,,left_only,False,False
903242,58_Bolton/Parrot Ave,['58'],1,21_West Lake Stn,['21'],1.0,both,False,False
