StopAbbr,Lines
115190,"49 Hank Aaron / McDonough (Inbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
115188,"49 Hank Aaron / McDonough (Inbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
115185,7 Monroe / Abernathy (Outbound)
115182,"49 Hank Aaron / McDonough (Inbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
115180,"49 Hank Aaron / McDonough (Outbound), 49L Hank Aaron / McDonough / Constitution (Outbound)"
115178,"49 Hank Aaron / McDonough (Inbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
115176,"49 Hank Aaron / McDonough (Outbound), 49L Hank Aaron / McDonough / Constitution (Outbound)"
115174,"49 Hank Aaron / McDonough (Inbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
115172,"49 Hank Aaron / McDonough (Outbound), 49L Hank Aaron / McDonough / Constitution (Outbound)"
115170,"49 Hank Aaron / McDonough (Inbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
115168,"49 Hank Aaron / McDonough (Outbound), 49L Hank Aaron / McDonough / Constitution (Outbound)"
115164,"49 Hank Aaron / McDonough (Outbound), 49L Hank Aaron / McDonough / Constitution (Outbound)"
115160,55 Jonesboro (Outbound)
115136,7 Monroe / Abernathy (Inbound)
115132,7 Monroe / Abernathy (Inbound)
115130,7 Monroe / Abernathy (Inbound)
115124,7 Monroe / Abernathy (Outbound)
115122,7 Monroe / Abernathy (Outbound)
115084,7 Monroe / Abernathy (Outbound)
115082,"49 Hank Aaron / McDonough (Inbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
115080,7 Monroe / Abernathy (Outbound)
115052,55 Jonesboro (Inbound)
115048,55 Jonesboro (Inbound)
115024,55 Jonesboro (Outbound)
115022,55 Jonesboro (Outbound)
115020,55 Jonesboro (Outbound)
115018,55 Jonesboro (Outbound)
115016,55 Jonesboro (Inbound)
115012,55 Jonesboro (Inbound)
115004,55 Jonesboro (Inbound)
115002,55 Jonesboro (Inbound)
114900,"1 Joseph Lowery / 17th (Inbound&Outbound), 71a Cascade / Kimberly (Inbound&Outbound), 71b Cascade / Fulton Industrial (Inbound&Outbound), 7 Monroe / Abernathy (Inbound&Outbound), 81 Venetian Hills / Connally (Inbound&Outbound), 95 Metropolitan Pkwy (Inbound&Outbound)"
114238,7 Monroe / Abernathy (Outbound)
114236,42 Pryor (Inbound)
907648,7 Monroe / Abernathy (Inbound)
907684,7 Monroe / Abernathy (Outbound)
907629,"42 Pryor (Outbound), 7 Monroe / Abernathy (Outbound)"
114152,81 Venetian Hills / Connally (Outbound)
114146,42 Pryor (Inbound)
114144,42 Pryor (Outbound)
114142,42 Pryor (Inbound)
114140,42 Pryor (Outbound)
114138,42 Pryor (Inbound)
114136,42 Pryor (Outbound)
114134,42 Pryor (Outbound)
114132,42 Pryor (Inbound)
114124,42 Pryor (Outbound)
114116,42 Pryor (Inbound)
114114,42 Pryor (Outbound)
114112,42 Pryor (Inbound)
114110,42 Pryor (Outbound)
114106,42 Pryor (Inbound)
114104,95 Metropolitan Pkwy (Inbound)
114102,95 Metropolitan Pkwy (Inbound)
114100,95 Metropolitan Pkwy (Inbound)
114097,95 Metropolitan Pkwy (Inbound)
114096,95 Metropolitan Pkwy (Inbound)
114092,95 Metropolitan Pkwy (Inbound)
114089,95 Metropolitan Pkwy (Inbound)
114088,95 Metropolitan Pkwy (Inbound)
114082,"1 Joseph Lowery / 17th (Inbound), 71a Cascade / Kimberly (Inbound), 71b Cascade / Fulton Industrial (Inbound), 7 Monroe / Abernathy (Outbound), 95 Metropolitan Pkwy (Outbound)"
114080,95 Metropolitan Pkwy (Outbound)
114079,95 Metropolitan Pkwy (Outbound)
114078,95 Metropolitan Pkwy (Outbound)
114077,95 Metropolitan Pkwy (Outbound)
114076,95 Metropolitan Pkwy (Outbound)
114074,95 Metropolitan Pkwy (Inbound)
114072,95 Metropolitan Pkwy (Outbound)
114071,95 Metropolitan Pkwy (Outbound)
114068,95 Metropolitan Pkwy (Outbound)
114056,1 Joseph Lowery / 17th (Outbound)
114016,7 Monroe / Abernathy (Outbound)
114014,"7 Monroe / Abernathy (Inbound), 95 Metropolitan Pkwy (Inbound)"
113174,81 Venetian Hills / Connally (Inbound)
113166,"1 Joseph Lowery / 17th (Outbound), 71a Cascade / Kimberly (Outbound), 71b Cascade / Fulton Industrial (Outbound)"
113156,81 Venetian Hills / Connally (Outbound)
113154,81 Venetian Hills / Connally (Outbound)
113152,81 Venetian Hills / Connally (Outbound)
113150,81 Venetian Hills / Connally (Outbound)
113148,81 Venetian Hills / Connally (Outbound)
113144,81 Venetian Hills / Connally (Inbound)
113142,81 Venetian Hills / Connally (Inbound)
113140,81 Venetian Hills / Connally (Inbound)
113138,81 Venetian Hills / Connally (Inbound)
113136,81 Venetian Hills / Connally (Inbound)
113122,"1 Joseph Lowery / 17th (Inbound), 71a Cascade / Kimberly (Inbound), 71b Cascade / Fulton Industrial (Inbound)"
113120,"71a Cascade / Kimberly (Inbound), 71b Cascade / Fulton Industrial (Inbound)"
113116,"71a Cascade / Kimberly (Inbound), 71b Cascade / Fulton Industrial (Inbound)"
113112,"71a Cascade / Kimberly (Inbound), 71b Cascade / Fulton Industrial (Inbound)"
113108,"71a Cascade / Kimberly (Inbound), 71b Cascade / Fulton Industrial (Inbound)"
113104,"71a Cascade / Kimberly (Inbound), 71b Cascade / Fulton Industrial (Inbound)"
113102,"71a Cascade / Kimberly (Inbound), 71b Cascade / Fulton Industrial (Inbound)"
113098,1 Joseph Lowery / 17th (Inbound)
113096,1 Joseph Lowery / 17th (Outbound)
113094,1 Joseph Lowery / 17th (Outbound)
113092,1 Joseph Lowery / 17th (Outbound)
113086,81 Venetian Hills / Connally (Inbound)
113084,"71a Cascade / Kimberly (Outbound), 71b Cascade / Fulton Industrial (Outbound)"
113080,"71a Cascade / Kimberly (Outbound), 71b Cascade / Fulton Industrial (Outbound)"
113078,81 Venetian Hills / Connally (Outbound)
113076,"71a Cascade / Kimberly (Outbound), 71b Cascade / Fulton Industrial (Outbound)"
113072,"71a Cascade / Kimberly (Outbound), 71b Cascade / Fulton Industrial (Outbound)"
113068,"71a Cascade / Kimberly (Outbound), 71b Cascade / Fulton Industrial (Outbound)"
113064,"71a Cascade / Kimberly (Outbound), 71b Cascade / Fulton Industrial (Outbound)"
113054,81 Venetian Hills / Connally (Outbound)
113053,81 Venetian Hills / Connally (Outbound)
113052,81 Venetian Hills / Connally (Outbound)
113050,81 Venetian Hills / Connally (Outbound)
113048,81 Venetian Hills / Connally (Outbound)
113044,81 Venetian Hills / Connally (Outbound)
113012,81 Venetian Hills / Connally (Inbound)
113008,81 Venetian Hills / Connally (Inbound)
113006,81 Venetian Hills / Connally (Inbound)
113005,81 Venetian Hills / Connally (Inbound)
113004,81 Venetian Hills / Connally (Inbound)
111038,116 Redan (Inbound)
111036,116 Redan (Inbound)
111034,116 Redan (Outbound)
111032,116 Redan (Outbound)
111030,116 Redan (Outbound)
111022,116 Redan (Inbound)
111020,116 Redan (Outbound)
111017,116 Redan (Outbound)
111015,116 Redan (Outbound)
111012,116 Redan (Outbound)
111010,116 Redan (Inbound)
111008,116 Redan (Inbound)
111004,116 Redan (Inbound)
111002,116 Redan (Inbound)
110036,116 Redan (Inbound)
110034,116 Redan (Outbound)
110032,116 Redan (Inbound)
110030,116 Redan (Outbound)
110028,116 Redan (Outbound)
110026,116 Redan (Outbound)
110024,116 Redan (Outbound)
110022,116 Redan (Outbound)
110020,116 Redan (Outbound)
110018,116 Redan (Outbound)
110016,116 Redan (Outbound)
110014,116 Redan (Inbound)
110012,116 Redan (Inbound)
110010,116 Redan (Inbound)
110008,116 Redan (Inbound)
110006,116 Redan (Inbound)
110004,116 Redan (Inbound)
110002,116 Redan (Inbound)
109048,115 Covington Hwy (Inbound)
109046,115 Covington Hwy (Inbound)
109044,111 Hairston / Wesley Chapel (Outbound)
109042,111 Hairston / Wesley Chapel (Inbound)
109040,111 Hairston / Wesley Chapel (Inbound)
109038,111 Hairston / Wesley Chapel (Outbound)
109036,111 Hairston / Wesley Chapel (Outbound)
906402,111 Hairston / Wesley Chapel (Outbound)
109032,111 Hairston / Wesley Chapel (Outbound)
109030,111 Hairston / Wesley Chapel (Inbound)
109028,111 Hairston / Wesley Chapel (Outbound)
109022,111 Hairston / Wesley Chapel (Inbound)
109020,111 Hairston / Wesley Chapel (Inbound)
109018,115 Covington Hwy (Inbound)
109016,115 Covington Hwy (Inbound)
109015,115 Covington Hwy (Outbound)
109012,115 Covington Hwy (Outbound)
109007,111 Hairston / Wesley Chapel (Outbound)
109005,111 Hairston / Wesley Chapel (Inbound)
109004,115 Covington Hwy (Outbound)
108170,22 Glenwood (Inbound)
108168,22 Glenwood (Inbound)
108166,"115 Covington Hwy (Inbound), 22 Glenwood (Outbound)"
108161,"115 Covington Hwy (Inbound), 22 Glenwood (Inbound&Outbound)"
108148,115 Covington Hwy (Inbound&Outbound)
108140,22 Glenwood (Outbound)
108122,114 Columbia / Snapfinger (Outbound)
108120,114 Columbia / Snapfinger (Outbound)
108118,114 Columbia / Snapfinger (Outbound)
108116,114 Columbia / Snapfinger (Inbound)
108114,114 Columbia / Snapfinger (Inbound)
108112,114 Columbia / Snapfinger (Inbound)
108100,115 Covington Hwy (Inbound)
108098,115 Covington Hwy (Outbound)
108096,115 Covington Hwy (Inbound)
108094,"115 Covington Hwy (Outbound), 22 Glenwood (Inbound)"
108092,"115 Covington Hwy (Outbound), 22 Glenwood (Inbound)"
108090,"115 Covington Hwy (Inbound), 22 Glenwood (Outbound)"
108088,"115 Covington Hwy (Inbound), 22 Glenwood (Outbound)"
108086,"115 Covington Hwy (Outbound), 22 Glenwood (Inbound)"
108084,"115 Covington Hwy (Inbound), 22 Glenwood (Inbound&Outbound)"
108082,115 Covington Hwy (Outbound)
108080,115 Covington Hwy (Inbound)
108078,"115 Covington Hwy (Outbound), 22 Glenwood (Inbound)"
108076,115 Covington Hwy (Inbound&Outbound)
108074,115 Covington Hwy (Outbound)
108072,115 Covington Hwy (Outbound)
108070,115 Covington Hwy (Inbound)
108064,115 Covington Hwy (Inbound)
108052,115 Covington Hwy (Outbound)
108050,22 Glenwood (Inbound)
108047,22 Glenwood (Inbound)
108046,22 Glenwood (Inbound)
108032,22 Glenwood (Outbound)
108024,22 Glenwood (Inbound)
108022,22 Glenwood (Outbound)
108020,22 Glenwood (Inbound)
108018,22 Glenwood (Outbound)
108016,22 Glenwood (Inbound)
108014,22 Glenwood (Outbound)
108012,22 Glenwood (Outbound)
108010,22 Glenwood (Inbound)
108008,22 Glenwood (Outbound)
108006,22 Glenwood (Outbound)
108004,22 Glenwood (Outbound)
108002,22 Glenwood (Outbound)
107350,114 Columbia / Snapfinger (Inbound)
107348,114 Columbia / Snapfinger (Outbound)
107346,21 Memorial Drive (Outbound)
107338,109 Peachcrest / Columbia (Outbound)
107336,109 Peachcrest / Columbia (Outbound)
107334,109 Peachcrest / Columbia (Outbound)
107332,114 Columbia / Snapfinger (Outbound)
107330,114 Columbia / Snapfinger (Inbound)
107328,22 Glenwood (Outbound)
107322,109 Peachcrest / Columbia (Outbound)
107320,"109 Peachcrest / Columbia (Outbound), 114 Columbia / Snapfinger (Outbound)"
107318,114 Columbia / Snapfinger (Outbound)
107314,109 Peachcrest / Columbia (Inbound)
107308,21 Memorial Drive (Outbound)
107306,21 Memorial Drive (Inbound)
107304,21 Memorial Drive (Inbound)
107296,21 Memorial Drive (Inbound)
107294,21 Memorial Drive (Inbound)
107290,114 Columbia / Snapfinger (Outbound)
107288,114 Columbia / Snapfinger (Outbound)
107286,114 Columbia / Snapfinger (Outbound)
107284,114 Columbia / Snapfinger (Outbound)
107281,114 Columbia / Snapfinger (Outbound)
107280,114 Columbia / Snapfinger (Outbound)
107278,114 Columbia / Snapfinger (Outbound)
107276,114 Columbia / Snapfinger (Outbound)
107274,114 Columbia / Snapfinger (Outbound)
107272,114 Columbia / Snapfinger (Outbound)
107270,114 Columbia / Snapfinger (Outbound)
107267,114 Columbia / Snapfinger (Inbound)
107266,114 Columbia / Snapfinger (Inbound)
107264,114 Columbia / Snapfinger (Inbound)
107262,114 Columbia / Snapfinger (Inbound)
107260,114 Columbia / Snapfinger (Inbound)
107258,114 Columbia / Snapfinger (Inbound)
107256,114 Columbia / Snapfinger (Inbound)
107254,114 Columbia / Snapfinger (Inbound)
107250,114 Columbia / Snapfinger (Inbound)
107248,114 Columbia / Snapfinger (Inbound)
107246,114 Columbia / Snapfinger (Inbound)
107240,114 Columbia / Snapfinger (Inbound)
107238,114 Columbia / Snapfinger (Inbound)
107236,114 Columbia / Snapfinger (Inbound)
107234,114 Columbia / Snapfinger (Inbound)
107232,114 Columbia / Snapfinger (Outbound)
107230,114 Columbia / Snapfinger (Outbound)
107176,22 Glenwood (Inbound)
107174,22 Glenwood (Inbound)
107172,22 Glenwood (Inbound)
107170,22 Glenwood (Inbound)
107168,22 Glenwood (Inbound)
107166,22 Glenwood (Inbound)
107164,22 Glenwood (Inbound)
107162,22 Glenwood (Inbound)
107160,22 Glenwood (Inbound)
107158,22 Glenwood (Inbound)
107156,22 Glenwood (Inbound)
107155,22 Glenwood (Inbound)
107154,22 Glenwood (Inbound)
107150,22 Glenwood (Inbound)
107146,22 Glenwood (Outbound)
107144,22 Glenwood (Outbound)
107142,22 Glenwood (Outbound)
107140,"109 Peachcrest / Columbia (Outbound), 22 Glenwood (Outbound)"
107138,22 Glenwood (Outbound)
107136,22 Glenwood (Outbound)
107134,22 Glenwood (Outbound)
107132,22 Glenwood (Outbound)
107128,22 Glenwood (Outbound)
107126,22 Glenwood (Outbound)
107124,22 Glenwood (Outbound)
107122,22 Glenwood (Outbound)
107120,22 Glenwood (Outbound)
107118,22 Glenwood (Outbound)
107116,109 Peachcrest / Columbia (Inbound)
107114,109 Peachcrest / Columbia (Outbound)
107112,109 Peachcrest / Columbia (Inbound)
107110,109 Peachcrest / Columbia (Inbound)
107108,109 Peachcrest / Columbia (Inbound)
107106,109 Peachcrest / Columbia (Inbound)
107104,109 Peachcrest / Columbia (Inbound)
107102,"109 Peachcrest / Columbia (Inbound), 114 Columbia / Snapfinger (Inbound)"
107101,"109 Peachcrest / Columbia (Inbound), 114 Columbia / Snapfinger (Inbound)"
107100,"109 Peachcrest / Columbia (Outbound), 114 Columbia / Snapfinger (Outbound)"
107098,"109 Peachcrest / Columbia (Outbound), 114 Columbia / Snapfinger (Outbound)"
107096,"109 Peachcrest / Columbia (Inbound), 114 Columbia / Snapfinger (Inbound)"
107094,"109 Peachcrest / Columbia (Inbound), 114 Columbia / Snapfinger (Inbound)"
107092,"109 Peachcrest / Columbia (Outbound), 114 Columbia / Snapfinger (Outbound)"
107091,114 Columbia / Snapfinger (Outbound)
107090,"109 Peachcrest / Columbia (Inbound), 114 Columbia / Snapfinger (Inbound)"
107088,109 Peachcrest / Columbia (Outbound)
107086,109 Peachcrest / Columbia (Inbound)
107084,109 Peachcrest / Columbia (Inbound)
107082,109 Peachcrest / Columbia (Inbound&Outbound)
107080,109 Peachcrest / Columbia (Inbound)
107078,109 Peachcrest / Columbia (Outbound)
107076,109 Peachcrest / Columbia (Outbound)
107074,109 Peachcrest / Columbia (Inbound)
107070,109 Peachcrest / Columbia (Inbound)
107068,109 Peachcrest / Columbia (Outbound)
107066,109 Peachcrest / Columbia (Inbound)
107064,109 Peachcrest / Columbia (Outbound)
107062,109 Peachcrest / Columbia (Outbound)
107060,109 Peachcrest / Columbia (Inbound)
107058,109 Peachcrest / Columbia (Inbound)
107056,109 Peachcrest / Columbia (Inbound)
107054,109 Peachcrest / Columbia (Outbound)
107052,21 Memorial Drive (Outbound)
107050,21 Memorial Drive (Outbound)
106478,"22 Glenwood (Outbound), 34 Gresham (Outbound)"
106476,34 Gresham (Inbound)
106474,34 Gresham (Outbound)
106464,34 Gresham (Outbound)
106462,15 Clifton / Candler (Outbound)
106448,22 Glenwood (Outbound)
106444,22 Glenwood (Inbound)
106438,21 Memorial Drive (Inbound)
106434,21 Memorial Drive (Inbound)
106433,21 Memorial Drive (Inbound)
106432,21 Memorial Drive (Inbound)
106430,"21 Memorial Drive (Outbound), 34 Gresham (Inbound)"
106428,"21 Memorial Drive (Inbound), 34 Gresham (Outbound)"
106426,21 Memorial Drive (Inbound)
106424,21 Memorial Drive (Inbound)
106422,21 Memorial Drive (Inbound)
106420,21 Memorial Drive (Inbound)
106416,21 Memorial Drive (Inbound)
106414,21 Memorial Drive (Outbound)
106412,21 Memorial Drive (Inbound)
106410,21 Memorial Drive (Inbound)
106406,34 Gresham (Outbound)
106404,34 Gresham (Outbound)
106402,34 Gresham (Inbound)
106398,15 Clifton / Candler (Inbound)
106396,15 Clifton / Candler (Inbound)
106394,15 Clifton / Candler (Outbound)
106392,15 Clifton / Candler (Inbound)
106390,15 Clifton / Candler (Outbound)
106370,34 Gresham (Inbound)
106366,34 Gresham (Inbound)
106354,34 Gresham (Inbound)
106352,34 Gresham (Inbound)
106350,34 Gresham (Inbound)
106346,34 Gresham (Inbound)
106342,34 Gresham (Inbound)
106326,15 Clifton / Candler (Outbound)
106316,34 Gresham (Outbound)
106312,34 Gresham (Outbound)
106310,34 Gresham (Outbound)
106308,34 Gresham (Outbound)
106298,34 Gresham (Outbound)
106296,34 Gresham (Outbound)
106294,34 Gresham (Outbound)
106292,34 Gresham (Outbound)
106252,15 Clifton / Candler (Outbound)
106238,"15 Clifton / Candler (Inbound), 22 Glenwood (Inbound)"
106236,22 Glenwood (Inbound)
106234,22 Glenwood (Inbound)
106230,22 Glenwood (Inbound)
106228,22 Glenwood (Inbound)
106226,22 Glenwood (Outbound)
106224,22 Glenwood (Outbound)
106222,22 Glenwood (Outbound)
106220,22 Glenwood (Outbound)
106218,22 Glenwood (Outbound)
106216,22 Glenwood (Outbound)
106214,22 Glenwood (Outbound)
106212,22 Glenwood (Inbound)
106210,22 Glenwood (Outbound)
106208,22 Glenwood (Inbound)
106206,22 Glenwood (Inbound)
106204,22 Glenwood (Outbound)
106202,22 Glenwood (Inbound)
106200,22 Glenwood (Outbound)
106198,22 Glenwood (Inbound)
106196,22 Glenwood (Outbound)
106194,22 Glenwood (Inbound)
106192,22 Glenwood (Outbound)
106190,22 Glenwood (Outbound)
106188,22 Glenwood (Inbound)
106186,22 Glenwood (Outbound)
106184,22 Glenwood (Outbound)
106182,22 Glenwood (Inbound)
106180,22 Glenwood (Inbound)
106178,22 Glenwood (Outbound)
106176,21 Memorial Drive (Outbound)
106174,21 Memorial Drive (Outbound)
106172,21 Memorial Drive (Outbound)
106170,21 Memorial Drive (Outbound)
106168,21 Memorial Drive (Outbound)
106166,21 Memorial Drive (Outbound)
106164,21 Memorial Drive (Outbound)
106162,21 Memorial Drive (Outbound)
106160,21 Memorial Drive (Outbound)
106158,21 Memorial Drive (Outbound)
106156,21 Memorial Drive (Outbound)
106154,21 Memorial Drive (Outbound)
106150,21 Memorial Drive (Outbound)
106136,15 Clifton / Candler (Inbound)
106134,15 Clifton / Candler (Outbound)
106132,15 Clifton / Candler (Inbound)
106130,15 Clifton / Candler (Inbound)
106128,15 Clifton / Candler (Inbound)
106126,15 Clifton / Candler (Inbound)
106124,15 Clifton / Candler (Inbound)
106122,15 Clifton / Candler (Inbound)
106120,15 Clifton / Candler (Inbound)
106118,15 Clifton / Candler (Inbound)
106116,15 Clifton / Candler (Inbound)
106114,15 Clifton / Candler (Inbound)
106112,15 Clifton / Candler (Inbound)
106110,15 Clifton / Candler (Inbound)
106108,15 Clifton / Candler (Inbound)
106106,15 Clifton / Candler (Inbound&Outbound)
106104,15 Clifton / Candler (Outbound)
106102,15 Clifton / Candler (Outbound)
106100,15 Clifton / Candler (Outbound)
106098,15 Clifton / Candler (Outbound)
106096,15 Clifton / Candler (Outbound)
106094,15 Clifton / Candler (Outbound)
106092,15 Clifton / Candler (Outbound)
106090,15 Clifton / Candler (Outbound)
106088,15 Clifton / Candler (Outbound)
106086,15 Clifton / Candler (Outbound)
106084,15 Clifton / Candler (Inbound&Outbound)
106082,15 Clifton / Candler (Outbound)
106042,15 Clifton / Candler (Inbound)
105578,34 Gresham (Outbound)
105574,22 Glenwood (Outbound)
105572,21 Memorial Drive (Inbound)
105523,34 Gresham (Outbound)
105517,34 Gresham (Outbound)
105512,"21 Memorial Drive (Inbound), 22 Glenwood (Inbound)"
105478,"21 Memorial Drive (Inbound), 22 Glenwood (Inbound)"
105476,"32 Bouldercrest (Outbound), 74 Moreland / Flat Shoals (Outbound)"
105474,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound), 32 Bouldercrest (Inbound), 74 Moreland / Flat Shoals (Inbound)"
105472,"21 Memorial Drive (Inbound), 22 Glenwood (Inbound)"
105471,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound)"
105470,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound)"
105468,"21 Memorial Drive (Inbound), 22 Glenwood (Inbound)"
105466,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound)"
105464,"21 Memorial Drive (Inbound), 22 Glenwood (Inbound)"
105462,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound)"
105456,21 Memorial Drive (Inbound)
105455,21 Memorial Drive (Inbound)
105452,21 Memorial Drive (Inbound)
105448,21 Memorial Drive (Inbound)
105432,"32 Bouldercrest (Outbound), 74 Moreland / Flat Shoals (Outbound)"
105430,21 Memorial Drive (Outbound)
105428,21 Memorial Drive (Outbound)
105426,21 Memorial Drive (Outbound)
105422,21 Memorial Drive (Inbound&Outbound)
105349,22 Glenwood (Inbound)
105339,21 Memorial Drive (Inbound)
105264,"22 Glenwood (Inbound), 34 Gresham (Inbound)"
105260,22 Glenwood (Outbound)
105254,22 Glenwood (Inbound)
105252,22 Glenwood (Outbound)
105251,22 Glenwood (Outbound)
105228,21 Memorial Drive (Inbound)
105222,21 Memorial Drive (Outbound)
105220,21 Memorial Drive (Outbound)
105218,21 Memorial Drive (Outbound)
105166,32 Bouldercrest (Inbound)
105164,32 Bouldercrest (Inbound)
105162,32 Bouldercrest (Inbound)
105161,32 Bouldercrest (Outbound)
105160,32 Bouldercrest (Inbound)
105158,"32 Bouldercrest (Inbound), 74 Moreland / Flat Shoals (Inbound)"
105152,"32 Bouldercrest (Inbound), 74 Moreland / Flat Shoals (Inbound)"
105130,32 Bouldercrest (Outbound)
105126,32 Bouldercrest (Outbound)
105124,32 Bouldercrest (Outbound)
105122,"32 Bouldercrest (Outbound), 74 Moreland / Flat Shoals (Outbound)"
105120,"32 Bouldercrest (Outbound), 74 Moreland / Flat Shoals (Outbound)"
105118,"32 Bouldercrest (Outbound), 74 Moreland / Flat Shoals (Outbound)"
105107,74 Moreland / Flat Shoals (Inbound)
105098,74 Moreland / Flat Shoals (Outbound)
105096,74 Moreland / Flat Shoals (Outbound)
105094,74 Moreland / Flat Shoals (Outbound)
105076,22 Glenwood (Inbound)
105075,22 Glenwood (Inbound)
105074,22 Glenwood (Inbound)
105044,22 Glenwood (Outbound)
105043,22 Glenwood (Outbound)
105042,22 Glenwood (Outbound)
105040,22 Glenwood (Outbound)
105038,22 Glenwood (Outbound)
105018,74 Moreland / Flat Shoals (Inbound)
105016,74 Moreland / Flat Shoals (Inbound)
105006,"32 Bouldercrest (Inbound), 74 Moreland / Flat Shoals (Inbound)"
105004,"32 Bouldercrest (Inbound), 74 Moreland / Flat Shoals (Inbound)"
105002,"32 Bouldercrest (Inbound), 74 Moreland / Flat Shoals (Inbound)"
104436,21 Memorial Drive (Inbound)
104078,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound)"
104076,"21 Memorial Drive (Inbound), 22 Glenwood (Inbound)"
104070,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound)"
104013,"32 Bouldercrest (Inbound), 4 Moreland (Inbound), 74 Moreland / Flat Shoals (Inbound)"
104012,"32 Bouldercrest (Inbound), 4 Moreland (Inbound), 74 Moreland / Flat Shoals (Inbound)"
103202,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound), 7 Monroe / Abernathy (Outbound)"
103200,7 Monroe / Abernathy (Inbound)
103198,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound)"
103193,7 Monroe / Abernathy (Outbound)
103190,7 Monroe / Abernathy (Outbound)
103170,"21 Memorial Drive (Inbound), 22 Glenwood (Inbound), 7 Monroe / Abernathy (Outbound)"
103169,"21 Memorial Drive (Inbound), 22 Glenwood (Inbound)"
103168,"21 Memorial Drive (Inbound), 22 Glenwood (Inbound), 7 Monroe / Abernathy (Outbound)"
103138,"20L Rainbow / Fairington (Outbound), 20p Rainbow / Fairington (Outbound), 20 Rainbow / Fairington (Outbound)"
103134,"20L Rainbow / Fairington (Outbound), 20p Rainbow / Fairington (Outbound), 20 Rainbow / Fairington (Outbound)"
103108,"20L Rainbow / Fairington (Outbound), 20p Rainbow / Fairington (Outbound), 20 Rainbow / Fairington (Outbound)"
103104,"21 Memorial Drive (Inbound&Outbound), 22 Glenwood (Outbound), 7 Monroe / Abernathy (Inbound)"
103100,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound), 7 Monroe / Abernathy (Inbound)"
103098,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound), 7 Monroe / Abernathy (Inbound)"
103097,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound)"
103095,"21 Memorial Drive (Inbound), 22 Glenwood (Inbound)"
103094,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound)"
103092,22 Glenwood (Inbound)
103090,"21 Memorial Drive (Inbound), 22 Glenwood (Inbound)"
103083,"20L Rainbow / Fairington (Inbound), 20p Rainbow / Fairington (Inbound), 20 Rainbow / Fairington (Inbound)"
103034,7 Monroe / Abernathy (Inbound)
103032,7 Monroe / Abernathy (Inbound)
103026,"21 Memorial Drive (Inbound), 22 Glenwood (Inbound)"
103024,21 Memorial Drive (Inbound)
103022,"21 Memorial Drive (Inbound), 22 Glenwood (Inbound)"
102554,42 Pryor (Outbound)
102546,55 Jonesboro (Outbound)
102544,55 Jonesboro (Inbound)
102534,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound), 42 Pryor (Inbound), 55 Jonesboro (Inbound)"
102530,"20L Rainbow / Fairington (Outbound), 20p Rainbow / Fairington (Outbound), 20 Rainbow / Fairington (Outbound)"
102296,42 Pryor (Inbound)
102282,"20L Rainbow / Fairington (Outbound), 20p Rainbow / Fairington (Outbound), 20 Rainbow / Fairington (Outbound)"
102274,"22 Glenwood (Inbound&Outbound), 42 Pryor (Outbound)"
600037,"21 Memorial Drive (Outbound), 22 Glenwood (Outbound), 55 Jonesboro (Outbound)"
102253,"49 Hank Aaron / McDonough (Inbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
102252,"49 Hank Aaron / McDonough (Inbound), 49L Hank Aaron / McDonough / Constitution (Inbound)"
102228,"20L Rainbow / Fairington (Outbound), 20p Rainbow / Fairington (Outbound), 20 Rainbow / Fairington (Outbound)"
102226,"20L Rainbow / Fairington (Outbound), 20p Rainbow / Fairington (Outbound), 20 Rainbow / Fairington (Outbound)"
102222,42 Pryor (Inbound)
102174,"20L Rainbow / Fairington (Inbound), 20p Rainbow / Fairington (Inbound), 20 Rainbow / Fairington (Inbound)"
102173,"20L Rainbow / Fairington (Outbound), 20p Rainbow / Fairington (Outbound), 20 Rainbow / Fairington (Outbound)"
102172,"20L Rainbow / Fairington (Inbound), 20p Rainbow / Fairington (Inbound), 20 Rainbow / Fairington (Inbound)"
102170,"20L Rainbow / Fairington (Outbound), 20p Rainbow / Fairington (Outbound), 20 Rainbow / Fairington (Outbound)"
