StopAbbr,BusStopType,LineAbbr,IsTP,IsEOL,Helper-0,Helper-1,Helper-2,Helper-3,Helper-4,Helper-5,Helper-6,Helper-7,Helper-8,Helper-9,Helper-10,Helper-11,EOL-0,EOL-1,EOL-2,EOL-3,EOL-4,EOL-5,EOL-6,EOL-7,EOL-8,EOL-9,EOL-10,EOL-11,EOL-12,CountEOL
213159,SGN,192,FALSE,FALSE,213159-192-Northbound-37,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213160,SGN,192,FALSE,FALSE,213160-192-Northbound-39,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213161,SGN,192,FALSE,FALSE,213161-192-Northbound-43,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213162,SGN,192,FALSE,FALSE,213162-192-Northbound-44,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213163,SGN,192,FALSE,FALSE,213163-192-Northbound-45,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213164,SGN,192,FALSE,FALSE,213164-192-Northbound-46,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213165,SGN,192,FALSE,FALSE,213165-192-Northbound-47,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213166,SGN,192,FALSE,FALSE,213166-192-Northbound-48,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213167,SGN,192,FALSE,FALSE,213167-192-Northbound-49,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213168,SGN,192,FALSE,FALSE,213168-192-Northbound-50,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213169,SGN,193;197,FALSE,FALSE,213169-197-Eastbound-21,213169-193-Northbound-15,,,,,,,,,,,East Point Stn,Davidson Pky,,,,,,,,,,,,2
213170,SGN,193;197,FALSE,FALSE,213170-193-Southbound-61,213170-197-Westbound-24,,,,,,,,,,,Justice Center,Riverdale Twn Ctr,,,,,,,,,,,,2
213171,SGN,193;197;198,FALSE,FALSE,213171-197-Westbound-23,213171-193-Southbound-60,213171-198-Westbound-9,,,,,,,,,,Justice Center,Riverdale Twn Ctr,Riverdale Twn Ctr,,,,,,,,,,,3
213172,SGN,193;197;198,FALSE,FALSE,213172-197-Eastbound-22,213172-198-Eastbound-21,213172-193-Northbound-16,,,,,,,,,,East Point Stn,Davidson Pky,Southlake Mall,,,,,,,,,,,3
213173,SGN,193;197;198,FALSE,FALSE,213173-198-Westbound-8,213173-197-Westbound-22,213173-193-Southbound-59,,,,,,,,,,Justice Center,Riverdale Twn Ctr,Riverdale Twn Ctr,,,,,,,,,,,3
213174,SGN,193;197;198,FALSE,FALSE,213174-193-Northbound-17,213174-198-Eastbound-22,213174-197-Eastbound-23,,,,,,,,,,East Point Stn,Davidson Pky,Southlake Mall,,,,,,,,,,,3
213175,SGN,193;197;198,FALSE,FALSE,213175-193-Northbound-18,213175-198-Eastbound-23,213175-197-Eastbound-24,,,,,,,,,,East Point Stn,Davidson Pky,Southlake Mall,,,,,,,,,,,3
213176,SGN,193;197;198,FALSE,FALSE,213176-198-Westbound-7,213176-197-Westbound-21,213176-193-Southbound-58,,,,,,,,,,Justice Center,Riverdale Twn Ctr,Riverdale Twn Ctr,,,,,,,,,,,3
213177,SGN,121,FALSE,FALSE,213177-121-Northbound-49,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213178,SGN,121,FALSE,FALSE,213178-121-Northbound-50,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213179,SGN,121,FALSE,FALSE,213179-121-Northbound-51,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213180,SGN,193;197;198,FALSE,FALSE,213180-197-Westbound-20,213180-193-Southbound-57,213180-198-Westbound-6,,,,,,,,,,Justice Center,Riverdale Twn Ctr,Riverdale Twn Ctr,,,,,,,,,,,3
213181,SNT,121,FALSE,FALSE,213181-121-Northbound-52,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213182,SGN,193;197;198,FALSE,FALSE,213182-198-Eastbound-24,213182-197-Eastbound-25,213182-193-Northbound-19,,,,,,,,,,East Point Stn,Davidson Pky,Southlake Mall,,,,,,,,,,,3
213183,SGN,121,FALSE,FALSE,213183-121-Northbound-53,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213184,SGN,121,FALSE,FALSE,213184-121-Northbound-54,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213185,SGN,193;197;198,FALSE,FALSE,213185-198-Eastbound-25,213185-193-Northbound-20,213185-197-Eastbound-26,,,,,,,,,,East Point Stn,Davidson Pky,Southlake Mall,,,,,,,,,,,3
213186,SGN,121,FALSE,FALSE,213186-121-Northbound-55,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213187,STR,193;197;198,FALSE,FALSE,213187-197-Westbound-19,213187-193-Southbound-56,213187-198-Westbound-5,,,,,,,,,,Justice Center,Riverdale Twn Ctr,Riverdale Twn Ctr,,,,,,,,,,,3
213188,SGN,121,FALSE,FALSE,213188-121-Northbound-56,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213189,SGN,193;197;198,FALSE,FALSE,213189-193-Northbound-21,213189-198-Eastbound-26,213189-197-Eastbound-27,,,,,,,,,,East Point Stn,Davidson Pky,Southlake Mall,,,,,,,,,,,3
213190,SGN,121,FALSE,FALSE,213190-121-Northbound-57,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213191,SGN,121,FALSE,FALSE,213191-121-Northbound-58,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213192,SGN,121,FALSE,FALSE,213192-121-Northbound-59,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213193,SNT,121,FALSE,FALSE,213193-121-Northbound-60,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213194,SGN,193;197;198,FALSE,FALSE,213194-197-Westbound-18,213194-198-Westbound-4,213194-193-Southbound-55,,,,,,,,,,Justice Center,Riverdale Twn Ctr,Riverdale Twn Ctr,,,,,,,,,,,3
213195,SGN,121,FALSE,FALSE,213195-121-Northbound-62,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213196,STR,193;197;198,FALSE,FALSE,213196-197-Eastbound-28,213196-193-Northbound-22,213196-198-Eastbound-27,,,,,,,,,,East Point Stn,Davidson Pky,Southlake Mall,,,,,,,,,,,3
213197,SGN,121,FALSE,FALSE,213197-121-Northbound-63,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213198,SGN,121,FALSE,FALSE,213198-121-Northbound-64,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213199,SGN,193,FALSE,FALSE,213199-193-Northbound-44,213199-193-Southbound-46,,,,,,,,,,,East Point Stn,Justice Center,,,,,,,,,,,,2
213200,SGN,193;198,FALSE,FALSE,213200-198-Westbound-3,213200-193-Southbound-54,,,,,,,,,,,Justice Center,Riverdale Twn Ctr,,,,,,,,,,,,2
213201,SGN,197,FALSE,FALSE,213201-197-Eastbound-35,,,,,,,,,,,,Davidson Pky,,,,,,,,,,,,,1
213202,SGN,193;198,FALSE,FALSE,213202-193-Northbound-23,213202-198-Eastbound-28,,,,,,,,,,,East Point Stn,Southlake Mall,,,,,,,,,,,,2
213203,SGN,82,FALSE,FALSE,213203-82-Westbound-5,,,,,,,,,,,,Camp Crk Mktplc,Walmart Distrib Ctr,,,,,,,,,,,,2
213204,SGN,197,FALSE,FALSE,213204-197-Eastbound-37,,,,,,,,,,,,Davidson Pky,,,,,,,,,,,,,1
213205,STR,193;198,FALSE,FALSE,213205-193-Northbound-24,213205-198-Eastbound-29,,,,,,,,,,,East Point Stn,Southlake Mall,,,,,,,,,,,,2
213206,SGN,193;198,FALSE,FALSE,213206-198-Westbound-2,213206-193-Southbound-53,,,,,,,,,,,Justice Center,Riverdale Twn Ctr,,,,,,,,,,,,2
213207,SGN,197,FALSE,FALSE,213207-197-Eastbound-38,,,,,,,,,,,,Davidson Pky,,,,,,,,,,,,,1
213208,SGN,193,TRUE,FALSE,213208-193-Southbound-48,213208-193-Northbound-46,,,,,,,,,,,East Point Stn,Justice Center,,,,,,,,,,,,2
213210,SNT,121;75,FALSE,FALSE,213210-121-Southbound-21,213210-75-Northbound-53,,,,,,,,,,,Tuckersone Pkwy,Kensington Stn,,,,,,,,,,,,2
213212,SGN,197,FALSE,FALSE,213212-197-Westbound-8,,,,,,,,,,,,Riverdale Twn Ctr,,,,,,,,,,,,,1
213213,SGN,197,FALSE,FALSE,213213-197-Westbound-9,,,,,,,,,,,,Riverdale Twn Ctr,,,,,,,,,,,,,1
213215,SNT,121,FALSE,FALSE,213215-121-Southbound-25,,,,,,,,,,,,Kensington Stn,,,,,,,,,,,,,1
213216,SGN,197,FALSE,FALSE,213216-197-Westbound-11,,,,,,,,,,,,Riverdale Twn Ctr,,,,,,,,,,,,,1
213217,SGN,32,FALSE,FALSE,213217-32-Northbound-2,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
213218,SGN,121,FALSE,FALSE,213218-121-Northbound-40,,,,,,,,,,,,N Royal Atl Dr,,,,,,,,,,,,,1
213219,SGN,121,FALSE,FALSE,213219-121-Southbound-26,,,,,,,,,,,,Kensington Stn,,,,,,,,,,,,,1
213220,SNT,121,FALSE,FALSE,213220-121-Southbound-27,,,,,,,,,,,,Kensington Stn,,,,,,,,,,,,,1
213221,SGN,196,FALSE,FALSE,213221-196-Northbound-37,,,,,,,,,,,,College Park Stn,,,,,,,,,,,,,1
213222,SGN,32,FALSE,FALSE,213222-32-Southbound-63,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
213223,SGN,121,FALSE,FALSE,213223-121-Northbound-39,,,,,,,,,,,,N Royal Atl Dr,,,,,,,,,,,,,1
213224,STR,196,FALSE,FALSE,213224-196-Southbound-3,,,,,,,,,,,,Southlake Mall,,,,,,,,,,,,,1
213225,SGN,121,FALSE,FALSE,213225-121-Northbound-41,,,,,,,,,,,,N Royal Atl Dr,,,,,,,,,,,,,1
213226,SGN,82,FALSE,FALSE,213226-82-Westbound-4,,,,,,,,,,,,Camp Crk Mktplc,Walmart Distrib Ctr,,,,,,,,,,,,2
213227,SGN,82,FALSE,FALSE,213227-82-Eastbound-44,,,,,,,,,,,,College Park Stn,,,,,,,,,,,,,1
213229,STR,32,FALSE,FALSE,213229-32-Southbound-61,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
213230,SNT,32,FALSE,FALSE,213230-32-Northbound-3,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
213232,SGN,32,FALSE,FALSE,213232-32-Southbound-62,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
213235,STR,32,FALSE,FALSE,213235-32-Northbound-4,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
213237,STR,32,FALSE,FALSE,213237-32-Northbound-5,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
213238,STR,32,FALSE,FALSE,213238-32-Southbound-60,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
213243,SGN,800,FALSE,FALSE,213243-800-Clockwise-28,,,,,,,,,,,,Justice Center,,,,,,,,,,,,,1
213247,SGN,800,FALSE,FALSE,213247-800-Clockwise-27,,,,,,,,,,,,Justice Center,,,,,,,,,,,,,1
213248,SGN,800,FALSE,FALSE,213248-800-Clockwise-29,,,,,,,,,,,,Justice Center,,,,,,,,,,,,,1
213249,SGN,800,FALSE,FALSE,213249-800-Clockwise-30,,,,,,,,,,,,Justice Center,,,,,,,,,,,,,1
213250,SGN,800,TRUE,FALSE,213250-800-Clockwise-31,,,,,,,,,,,,Justice Center,,,,,,,,,,,,,1
213251,SGN,800,FALSE,FALSE,213251-800-Clockwise-32,,,,,,,,,,,,Justice Center,,,,,,,,,,,,,1
213252,SGN,800,FALSE,FALSE,213252-800-Clockwise-13,,,,,,,,,,,,Justice Center,,,,,,,,,,,,,1
213253,SGN,800,FALSE,FALSE,213253-800-Clockwise-35,,,,,,,,,,,,Justice Center,,,,,,,,,,,,,1
213254,SGN,800,FALSE,FALSE,213254-800-Clockwise-36,,,,,,,,,,,,Justice Center,,,,,,,,,,,,,1
213256,SGN,68,FALSE,FALSE,213256-68-Eastbound-26,,,,,,,,,,,,Ashby Stn,,,,,,,,,,,,,1
213257,SGN,68,FALSE,FALSE,213257-68-Westbound-54,,,,,,,,,,,,HE Holmes Stn,,,,,,,,,,,,,1
213258,SGN,27,TRUE,FALSE,213258-27-Northbound-12,,,,,,,,,,,,Lenox Stn,,,,,,,,,,,,,1
213259,SNT,75,FALSE,FALSE,213259-75-Southbound-7,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
213260,SSO,75,FALSE,FALSE,213260-75-Southbound-8,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
213261,SGN,189,FALSE,FALSE,213261-189-Northbound-16,213261-189-Southbound-39,,,,,,,,,,,College Park Stn,South Fulton P&R,,,,,,,,,,,,2
213262,SGN,55,FALSE,FALSE,213262-55-Southbound-63,,,,,,,,,,,,Forest Park,,,,,,,,,,,,,1
213263,SGN,55,FALSE,FALSE,213263-55-Northbound-11,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
213265,STR,119,FALSE,FALSE,213265-119-Westbound-37,213265-119-Eastbound-12,,,,,,,,,,,Goldsmith P&R Lot,Kensington Stn,,,,,,,,,,,,2
213266,SGN,119,FALSE,FALSE,213266-119-Eastbound-37,,,,,,,,,,,,Goldsmith P&R Lot,,,,,,,,,,,,,1
213267,SGN,51,FALSE,FALSE,213267-51-Westbound-42,,,,,,,,,,,,HE Holmes Stn,,,,,,,,,,,,,1
213268,SGN,51,FALSE,FALSE,213268-51-Eastbound-7,,,,,,,,,,,,North Avenue Stn,,,,,,,,,,,,,1
213269,SGN,181,FALSE,FALSE,213269-181-Westbound-76,,,,,,,,,,,,Smith St,,,,,,,,,,,,,1
213271,SGN,37,FALSE,FALSE,213271-37-Westbound-31,,,,,,,,,,,,Moores Mill Ctr,,,,,,,,,,,,,1
213272,SNT,121,FALSE,FALSE,213272-121-Southbound-28,,,,,,,,,,,,Kensington Stn,,,,,,,,,,,,,1
213273,SNT,162;81,FALSE,FALSE,213273-81-Northbound-44,213273-162-Westbound-23,,,,,,,,,,,West End Stn,Myrtle Dr,,,,,,,,,,,,2
213274,SGN,79,FALSE,FALSE,213274-79-Northbound-3,,,,,,,,,,,,Oakland City Stn,,,,,,,,,,,,,1
213275,SGN,79,FALSE,FALSE,213275-79-Southbound-46,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213276,SGN,79,FALSE,FALSE,213276-79-Northbound-4,,,,,,,,,,,,Oakland City Stn,,,,,,,,,,,,,1
213277,SGN,79,FALSE,FALSE,213277-79-Southbound-45,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213278,SGN,79,FALSE,FALSE,213278-79-Northbound-5,,,,,,,,,,,,Oakland City Stn,,,,,,,,,,,,,1
213279,SGN,79,FALSE,FALSE,213279-79-Northbound-7,,,,,,,,,,,,Oakland City Stn,,,,,,,,,,,,,1
213280,SGN,79,FALSE,FALSE,213280-79-Southbound-42,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213281,SGN,79,FALSE,FALSE,213281-79-Northbound-8,,,,,,,,,,,,Oakland City Stn,,,,,,,,,,,,,1
213282,SGN,142,TRUE,FALSE,213282-142-Eastbound-3,,,,,,,,,,,,Spalding C Shpg Ctr,,,,,,,,,,,,,1
213283,SGN,142,TRUE,FALSE,213283-142-Eastbound-7,,,,,,,,,,,,Spalding C Shpg Ctr,,,,,,,,,,,,,1
213285,SGN,142,TRUE,TRUE,213285-142-Westbound-1,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213286,SGN,142,FALSE,FALSE,213286-142-Westbound-4,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213287,SGN,142,TRUE,FALSE,213287-142-Westbound-9,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213288,SGN,142,TRUE,FALSE,213288-142-Westbound-13,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213291,SGN,24,TRUE,FALSE,213291-24-Eastbound-83,,,,,,,,,,,,Indian Creek Stn,,,,,,,,,,,,,1
213293,SGN,124,FALSE,FALSE,213293-124-Westbound-31,213293-124-Eastbound-18,,,,,,,,,,,Lawrenceville Hwy,Doraville Stn,,,,,,,,,,,,2
213294,SGN,24,TRUE,FALSE,213294-24-Westbound-16,,,,,,,,,,,,Candler Park Stn,,,,,,,,,,,,,1
213296,SGN,142,FALSE,FALSE,213296-142-Eastbound-2,,,,,,,,,,,,Spalding C Shpg Ctr,,,,,,,,,,,,,1
213297,SGN,142,FALSE,FALSE,213297-142-Eastbound-4,,,,,,,,,,,,Spalding C Shpg Ctr,,,,,,,,,,,,,1
213298,SGN,142,FALSE,FALSE,213298-142-Eastbound-5,,,,,,,,,,,,Spalding C Shpg Ctr,,,,,,,,,,,,,1
213299,SGN,142,FALSE,FALSE,213299-142-Eastbound-6,,,,,,,,,,,,Spalding C Shpg Ctr,,,,,,,,,,,,,1
213300,SGN,142,FALSE,FALSE,213300-142-Eastbound-8,,,,,,,,,,,,Spalding C Shpg Ctr,,,,,,,,,,,,,1
213301,SGN,142,FALSE,FALSE,213301-142-Eastbound-9,,,,,,,,,,,,Spalding C Shpg Ctr,,,,,,,,,,,,,1
213302,SGN,142,FALSE,FALSE,213302-142-Eastbound-10,,,,,,,,,,,,Spalding C Shpg Ctr,,,,,,,,,,,,,1
213303,SGN,142,TRUE,FALSE,213303-142-Eastbound-11,,,,,,,,,,,,Spalding C Shpg Ctr,,,,,,,,,,,,,1
213304,SGN,142,FALSE,FALSE,213304-142-Eastbound-12,,,,,,,,,,,,Spalding C Shpg Ctr,,,,,,,,,,,,,1
213305,STR,142,FALSE,FALSE,213305-142-Westbound-2,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213306,SGN,142,FALSE,FALSE,213306-142-Westbound-3,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213307,SGN,142,TRUE,FALSE,213307-142-Westbound-5,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213308,SGN,142,FALSE,FALSE,213308-142-Westbound-6,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213309,SGN,142,FALSE,FALSE,213309-142-Westbound-7,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213310,SGN,142,FALSE,FALSE,213310-142-Westbound-8,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213311,SGN,142,FALSE,FALSE,213311-142-Westbound-10,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213312,SGN,142,FALSE,FALSE,213312-142-Westbound-11,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213313,SGN,142,FALSE,FALSE,213313-142-Westbound-12,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213314,SGN,142,FALSE,FALSE,213314-142-Westbound-14,,,,,,,,,,,,Mansell P&R Lot,,,,,,,,,,,,,1
213315,SGN,9,FALSE,FALSE,213315-9-Eastbound-15,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
213316,STR,3;40,FALSE,FALSE,213316-40-Northbound-17,213316-3-Eastbound-34,,,,,,,,,,,Helene Mills Sr Ctr,Arts Center Stn,,,,,,,,,,,,2
213317,STR,40,FALSE,FALSE,213317-40-Southbound-29,,,,,,,,,,,,West End Stn,,,,,,,,,,,,,1
213318,STR,40,FALSE,FALSE,213318-40-Southbound-30,,,,,,,,,,,,West End Stn,,,,,,,,,,,,,1
213319,STR,40,FALSE,FALSE,213319-40-Northbound-15,,,,,,,,,,,,Arts Center Stn,,,,,,,,,,,,,1
213320,STR,40,FALSE,FALSE,213320-40-Southbound-31,,,,,,,,,,,,West End Stn,,,,,,,,,,,,,1
213321,STR,40,FALSE,FALSE,213321-40-Northbound-14,,,,,,,,,,,,Arts Center Stn,,,,,,,,,,,,,1
213324,SGN,49,FALSE,FALSE,213324-49-Northbound-19,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
213325,SGN,49,FALSE,FALSE,213325-49-Northbound-21,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
213326,SGN,49,FALSE,FALSE,213326-49-Northbound-24,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
213327,SGN,49,FALSE,FALSE,213327-49-Northbound-25,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
213328,SGN,9,FALSE,FALSE,213328-9-Westbound-44,,,,,,,,,,,,King Memorial Stn,,,,,,,,,,,,,1
213329,SGN,4,FALSE,FALSE,213329-4-Southbound-30,,,,,,,,,,,,Rebel Forest,,,,,,,,,,,,,1
213330,SGN,4,FALSE,FALSE,213330-4-Southbound-31,,,,,,,,,,,,Rebel Forest,,,,,,,,,,,,,1
213331,SGN,24,FALSE,FALSE,213331-24-Eastbound-85,,,,,,,,,,,,Indian Creek Stn,,,,,,,,,,,,,1
213332,SGN,24,FALSE,FALSE,213332-24-Westbound-15,,,,,,,,,,,,Candler Park Stn,,,,,,,,,,,,,1
213333,SGN,24,FALSE,FALSE,213333-24-Eastbound-84,,,,,,,,,,,,Indian Creek Stn,,,,,,,,,,,,,1
213334,SGN,24,FALSE,FALSE,213334-24-Eastbound-82,,,,,,,,,,,,Indian Creek Stn,,,,,,,,,,,,,1
213335,SGN,4,FALSE,FALSE,213335-4-Northbound-4,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
213336,SGN,24,FALSE,FALSE,213336-24-Westbound-17,,,,,,,,,,,,Candler Park Stn,,,,,,,,,,,,,1
213337,SGN,111,FALSE,FALSE,213337-111-Westbound-6,,,,,,,,,,,,Indian Creek Stn,,,,,,,,,,,,,1
213338,SGN,111,FALSE,FALSE,213338-111-Eastbound-75,,,,,,,,,,,,Mall at Stonecrest,,,,,,,,,,,,,1
213339,SNT,111,FALSE,FALSE,213339-111-Westbound-8,,,,,,,,,,,,Indian Creek Stn,,,,,,,,,,,,,1
213340,BEN,111,FALSE,FALSE,213340-111-Eastbound-74,,,,,,,,,,,,Mall at Stonecrest,,,,,,,,,,,,,1
213341,SGN,111,FALSE,FALSE,213341-111-Westbound-9,,,,,,,,,,,,Indian Creek Stn,,,,,,,,,,,,,1
213342,SGN,111,FALSE,FALSE,213342-111-Eastbound-73,,,,,,,,,,,,Mall at Stonecrest,,,,,,,,,,,,,1
213343,SGN,155,FALSE,FALSE,213343-155-Southbound-25,,,,,,,,,,,,Polar Rock Rd,Swallow Cir,,,,,,,,,,,,2
213344,SGN,42,FALSE,FALSE,213344-42-Southbound-29,,,,,,,,,,,,Lakewood Stn,,,,,,,,,,,,,1
213345,STR,42,TRUE,FALSE,213345-42-Northbound-36,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
213346,SGN,42,TRUE,FALSE,213346-42-Southbound-28,,,,,,,,,,,,Lakewood Stn,,,,,,,,,,,,,1
213347,SNT,42,FALSE,FALSE,213347-42-Northbound-37,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
213348,SGN,42,FALSE,FALSE,213348-42-Northbound-38,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
213349,SNT,49;832,FALSE,FALSE,213349-49-Northbound-47,213349-832-Westbound-24,,,,,,,,,,,Five Points Stn,West End Stn,,,,,,,,,,,,2
213350,BEN,42;49;832,FALSE,FALSE,213350-832-Eastbound-8,213350-42-Northbound-52,213350-49-Southbound-12,,,,,,,,,,Five Points Stn,Metro Transitional,Woodland Ave,,,,,,,,,,,3
213351,SGN,111;115,FALSE,FALSE,213351-115-Westbound-10,213351-111-Westbound-11,,,,,,,,,,,Indian Creek Stn,Kensington Stn,,,,,,,,,,,,2
213352,SGN,111;115,FALSE,FALSE,213352-115-Eastbound-51,213352-111-Eastbound-71,,,,,,,,,,,Mall at Stonecrest,Mall at Stonecrest,,,,,,,,,,,,2
213353,SGN,111;115,FALSE,FALSE,213353-115-Eastbound-50,213353-111-Eastbound-70,,,,,,,,,,,Mall at Stonecrest,Mall at Stonecrest,,,,,,,,,,,,2
213354,SGN,111;115,FALSE,FALSE,213354-115-Westbound-11,213354-111-Westbound-12,,,,,,,,,,,Indian Creek Stn,Kensington Stn,,,,,,,,,,,,2
213355,SGN,81,FALSE,FALSE,213355-81-Southbound-45,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213358,SGN,81,FALSE,FALSE,213358-81-Southbound-47,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213360,SNT,186,TRUE,TRUE,213360-186-Eastbound-1,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
213361,SGN,81,FALSE,FALSE,213361-81-Southbound-46,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213362,SGN,75,FALSE,FALSE,213362-75-Southbound-24,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
213363,SGN,853,FALSE,FALSE,213363-853-Eastbound-22,,,,,,,,,,,,West Lake Stn,,,,,,,,,,,,,1
213364,SGN,32,FALSE,FALSE,213364-32-Southbound-22,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
213366,SGN,121,FALSE,FALSE,213366-121-Northbound-65,,,,,,,,,,,,Granite Dr,,,,,,,,,,,,,1
213367,SGN,111;115,FALSE,FALSE,213367-115-Westbound-38,213367-111-Eastbound-23,,,,,,,,,,,Mall at Stonecrest,Kensington Stn,,,,,,,,,,,,2
213369,SGN,853,FALSE,FALSE,213369-853-Westbound-20,,,,,,,,,,,,Skipper Dr,,,,,,,,,,,,,1
213370,SGN,853,FALSE,FALSE,213370-853-Eastbound-32,,,,,,,,,,,,West Lake Stn,,,,,,,,,,,,,1
213371,SGN,853,FALSE,FALSE,213371-853-Westbound-21,,,,,,,,,,,,Skipper Dr,,,,,,,,,,,,,1
213372,SNT,111;115,FALSE,FALSE,213372-115-Westbound-41,213372-111-Eastbound-26,,,,,,,,,,,Mall at Stonecrest,Kensington Stn,,,,,,,,,,,,2
213373,SGN,181,TRUE,FALSE,213373-181-Westbound-62,,,,,,,,,,,,Smith St,,,,,,,,,,,,,1
213374,SNT,181,TRUE,FALSE,213374-181-Eastbound-12,,,,,,,,,,,,East Point Stn,,,,,,,,,,,,,1
213375,SGN,58,TRUE,FALSE,213375-58-Northbound-65,,,,,,,,,,,,Bolton/Parrot Ave,,,,,,,,,,,,,1
213376,SGN,111;115,FALSE,FALSE,213376-115-Eastbound-49,213376-111-Eastbound-69,,,,,,,,,,,Mall at Stonecrest,Mall at Stonecrest,,,,,,,,,,,,2
213377,SGN,111;115,FALSE,FALSE,213377-111-Westbound-13,213377-115-Westbound-12,,,,,,,,,,,Indian Creek Stn,Kensington Stn,,,,,,,,,,,,2
213378,SGN,115,FALSE,FALSE,213378-115-Westbound-53,,,,,,,,,,,,Kensington Stn,,,,,,,,,,,,,1
213379,SNT,165,FALSE,FALSE,213379-165-Northbound-20,,,,,,,,,,,,HE Holmes Stn,,,,,,,,,,,,,1
213380,SGN,195,FALSE,FALSE,213380-195-Westbound-23,,,,,,,,,,,,College Park Stn,,,,,,,,,,,,,1
213381,SHO,82,TRUE,TRUE,213381-82-Eastbound-1,,,,,,,,,,,,College Park Stn,,,,,,,,,,,,,1
213382,SGN,82,FALSE,FALSE,213382-82-Westbound-29,,,,,,,,,,,,Walmart Distrib Ctr,,,,,,,,,,,,,1
213383,SGN,82,FALSE,FALSE,213383-82-Eastbound-18,,,,,,,,,,,,College Park Stn,,,,,,,,,,,,,1
