StopAbbr,Route_EOL_existing,Route_EOL_bnr,_merge,Unchanged
904528,"['102_North Avenue Stn', '2_North Avenue Stn']","['2L_UPS Distribution Ctr', '2_Bankhead Stn']",both,FALSE
904529,"['102_East Lake Stn', '2_Candler Park Stn']",['2_Candler Park Stn'],both,FALSE
904529,"['102_East Lake Stn', '2_Candler Park Stn']",['2L_Candler Park Stn'],both,FALSE
904530,['2_East Lake Stn'],,left_only,FALSE
904531,"['102_North Avenue Stn', '2_North Avenue Stn']","['2L_UPS Distribution Ctr', '2_Bankhead Stn']",both,FALSE
904532,['2_North Avenue Stn'],,left_only,FALSE
904533,"['123_Midtown Stn', '36_N DeKalb Mall']","['118_Juliette Rd', '122_Greer Cir']",both,FALSE
904537,['26_Bolton Rd'],,left_only,FALSE
904538,['26_Bolton Rd'],,left_only,FALSE
904539,['26_Bolton Rd'],,left_only,FALSE
904540,['26_Bolton Rd'],,left_only,FALSE
904542,['816_Emory University'],,left_only,FALSE
904543,['6_Inman Park Stn'],,left_only,FALSE
904544,['816_Emory University'],,left_only,FALSE
904546,['50_North Avenue Stn'],"['2L_Candler Park Stn', '2_Candler Park Stn']",both,FALSE
904547,"['51_West Lake Stn', '853_HE Holmes Stn']",['51_West Lake Stn'],both,FALSE
904547,"['51_West Lake Stn', '853_HE Holmes Stn']",['51_West Lake Stn'],both,FALSE
904548,['58_Bolton/Parrot Ave'],,left_only,FALSE
904549,['58_Bolton/Parrot Ave'],,left_only,FALSE
904550,['58_Bolton/Parrot Ave'],,left_only,FALSE
904551,['40_Arts Center Stn'],,left_only,FALSE
904553,"['50_UPS Distribution Ctr', '51_HE Holmes Stn']","['2L_UPS Distribution Ctr', '2_Bankhead Stn']",both,FALSE
904554,"['50_UPS Distribution Ctr', '51_HE Holmes Stn']",,left_only,FALSE
904568,['21_Five Points Stn'],['21_West Lake Stn'],both,FALSE
904569,"['21_Kensington Stn', '86_Kensington Stn']","['109_Kensington Stn', '21_Kensington Stn']",both,FALSE
904570,"['115_Mall at Stonecrest', '86_Mall at Stonecrest']","['109_South DeKalb Mall', '115_Mall at Stonecrest']",both,FALSE
904571,['86_Kensington Stn'],['109_Kensington Stn'],both,FALSE
904572,['86_Mall at Stonecrest'],['109_South DeKalb Mall'],both,FALSE
904573,['86_Mall at Stonecrest'],['109_South DeKalb Mall'],both,FALSE
904574,['86_Kensington Stn'],['109_Kensington Stn'],both,FALSE
904575,['58_West End Stn'],['2L_UPS Distribution Ctr'],both,FALSE
904576,"['123_Midtown Stn', '36_N DeKalb Mall']","['118_Juliette Rd', '122_Greer Cir']",both,FALSE
904577,"['123_Midtown Stn', '36_N DeKalb Mall']","['118_Juliette Rd', '122_Greer Cir']",both,FALSE
904582,['19_East Lake Stn'],['15_South Park Blvd'],both,FALSE
904587,['19_East Lake Stn'],"['15_South Park Blvd', '17_Avondale Stn']",both,FALSE
904588,['19_East Lake Stn'],['15_South Park Blvd'],both,FALSE
904589,['19_East Lake Stn'],"['15_South Park Blvd', '17_Avondale Stn']",both,FALSE
904590,['19_East Lake Stn'],"['15_South Park Blvd', '17_Avondale Stn']",both,FALSE
904595,['816_Emory University'],,left_only,FALSE
904605,"['26_Bolton Rd', '26_Five Points Stn']","['26a_HE Homes Stn', '26b_HE Homes Stn']",both,FALSE
904608,['117_Xpress P&R Lot'],['127_Vista Brook Dr'],both,FALSE
904609,['117_Avondale Stn'],['127_Emory Decatur Hosp'],both,FALSE
904610,['117_Avondale Stn'],['127_Emory Decatur Hosp'],both,FALSE
904613,['58_West End Stn'],,left_only,FALSE
904614,['58_West End Stn'],,left_only,FALSE
904615,"['58_West End Stn', '853_West Lake Stn']",,left_only,FALSE
904618,"['58_Skipper Dr', '853_Bolton/Parrot Ave']",,left_only,FALSE
904619,['58_Bolton/Parrot Ave'],,left_only,FALSE
904621,['40_West End Stn'],,left_only,FALSE
904624,['50_North Avenue Stn'],['2L_Candler Park Stn'],both,FALSE
904625,['1_West End Stn'],['1_West End Stn'],both,TRUE
904627,['1_Moores Mill Ctr'],['1_Arts Center Stn'],both,FALSE
904628,['1_West End Stn'],['1_West End Stn'],both,TRUE
904629,['1_Moores Mill Ctr'],['1_Arts Center Stn'],both,FALSE
904630,['809_King Memorial Stn'],"['7_Lindbergh Ctr Stn', '7_West End Stn']",both,FALSE
904631,['809_King Memorial Stn'],['7_West End Stn'],both,FALSE
904634,['809_Lindbergh Ctr Stn'],['7_Lindbergh Ctr Stn'],both,FALSE
904635,['809_Lindbergh Ctr Stn'],,left_only,FALSE
904636,"['102_Lindbergh Ctr Stn', '809_Candler Park Stn']","['2L_Candler Park Stn', '2_Candler Park Stn', '7_Lindbergh Ctr Stn']",both,FALSE
904637,['36_Decatur Stn'],['11_EXECUTIVE PARK DR NE @ ORTHO LN'],both,FALSE
904641,"['26_Bolton Rd', '26_Five Points Stn']","['26a_Bankhead Stn', '26b_Bankhead Stn']",both,FALSE
904642,"['1_Moores Mill Ctr', '68_HE Holmes Stn']","['1_Arts Center Stn', '3_Ashby Stn']",both,FALSE
904644,['1_West End Stn'],['1_West End Stn'],both,TRUE
904646,['50_UPS Distribution Ctr'],"['2L_UPS Distribution Ctr', '2_Bankhead Stn']",both,FALSE
904647,['50_UPS Distribution Ctr'],"['2L_UPS Distribution Ctr', '2_Bankhead Stn']",both,FALSE
904648,['50_UPS Distribution Ctr'],"['2L_UPS Distribution Ctr', '2_Bankhead Stn']",both,FALSE
904652,['36_Decatur Stn'],['11_EXECUTIVE PARK DR NE @ ORTHO LN'],both,FALSE
904655,['823_Decatur Stn'],,left_only,FALSE
904657,['50_UPS Distribution Ctr'],['2L_UPS Distribution Ctr'],both,FALSE
904659,['50_UPS Distribution Ctr'],['2L_UPS Distribution Ctr'],both,FALSE
904660,['51_HE Holmes Stn'],['51_West Lake Stn'],both,FALSE
904662,['867_Sewanee Ave'],,left_only,FALSE
904665,['12_Midtown Stn'],"['12_Cumberland TC', '12_Midtown Stn', '14_HE Holmes Stn', '14_Midtown Stn']",both,FALSE
904668,['12_Midtown Stn'],"['11_EXECUTIVE PARK DR NE @ ORTHO LN', '12_Cumberland TC', '14_Midtown Stn']",both,FALSE
904669,['12_Cumberland TC'],"['12_Midtown Stn', '14_HE Holmes Stn']",both,FALSE
904671,['2_North Avenue Stn'],,left_only,FALSE
904672,['2_North Avenue Stn'],,left_only,FALSE
904673,['40_Arts Center Stn'],,left_only,FALSE
904680,['51_North Avenue Stn'],,left_only,FALSE
904681,['51_HE Holmes Stn'],,left_only,FALSE
904688,['119_Goldsmith P&R Lot'],['119_Goldsmith P&R Lot'],both,TRUE
904689,['86_Mall at Stonecrest'],['109_South DeKalb Mall'],both,FALSE
904690,['86_Kensington Stn'],['109_Kensington Stn'],both,FALSE
904691,['86_Kensington Stn'],['109_Kensington Stn'],both,FALSE
904692,['86_Mall at Stonecrest'],['109_South DeKalb Mall'],both,FALSE
904693,['86_Kensington Stn'],['109_Kensington Stn'],both,FALSE
904694,['86_Mall at Stonecrest'],['109_South DeKalb Mall'],both,FALSE
904695,['120_Avondale Stn'],['120_Decatur Stn'],both,FALSE
904696,['50_UPS Distribution Ctr'],['2L_UPS Distribution Ctr'],both,FALSE
904698,['1_West End Stn'],['1_West End Stn'],both,TRUE
904701,"['36_Decatur Stn', '816_Emory University']",['11_EXECUTIVE PARK DR NE @ ORTHO LN'],both,FALSE
904702,"['36_Emory University', '816_Decatur Stn']",['11_EXECUTIVE PARK DR NE @ ORTHO LN'],both,FALSE
904703,['36_Midtown Stn'],['11_2144 Hills Avenue'],both,FALSE
904704,['36_Midtown Stn'],['11_2144 Hills Avenue'],both,FALSE
904705,['19_East Lake Stn'],"['15_South Park Blvd', '17_Avondale Stn']",both,FALSE
904706,['19_East Lake Stn'],"['15_South Park Blvd', '17_Avondale Stn']",both,FALSE
904708,"['26_Bolton Rd', '26_Five Points Stn']","['26a_HE Homes Stn', '26b_HE Homes Stn']",both,FALSE
904709,['50_UPS Distribution Ctr'],"['2L_UPS Distribution Ctr', '2_Bankhead Stn']",both,FALSE
904711,"['26_Bolton Rd', '26_Five Points Stn']","['26a_Bankhead Stn', '26b_Bankhead Stn']",both,FALSE
904712,"['26_Bolton Rd', '26_Five Points Stn']","['26a_Bankhead Stn', '26b_Bankhead Stn']",both,FALSE
904713,"['26_Bolton Rd', '26_Five Points Stn']","['26a_Bankhead Stn', '26b_Bankhead Stn']",both,FALSE
904716,['12_Cumberland TC'],"['12_Midtown Stn', '14_HE Holmes Stn']",both,FALSE
904717,['12_Midtown Stn'],"['12_Cumberland TC', '14_Midtown Stn']",both,FALSE
904726,['823_Decatur Stn'],,left_only,FALSE
904731,['12_Midtown Stn'],"['12_Cumberland TC', '14_Midtown Stn']",both,FALSE
904737,['823_Decatur Stn'],,left_only,FALSE
904738,['823_Decatur Stn'],,left_only,FALSE
904739,['823_Decatur Stn'],,left_only,FALSE
904740,['823_Decatur Stn'],,left_only,FALSE
904741,"['123_Decatur Stn', '36_Decatur Stn']","['118_Avondale Stn', '122_Avondale Stn']",both,FALSE
904742,"['123_Decatur Stn', '19_East Lake Stn', '36_Decatur Stn']",,left_only,FALSE
904743,"['123_Decatur Stn', '19_Decatur Stn', '36_East Lake Stn']",,left_only,FALSE
904744,['19_Chamblee Stn'],"['15_Lindbergh Ctr Stn', '17_Lenox Stn']",both,FALSE
904748,['1_West End Stn'],['1_West End Stn'],both,TRUE
904750,['1_Moores Mill Ctr'],['1_Arts Center Stn'],both,FALSE
904752,['809_King Memorial Stn'],,left_only,FALSE
904753,['809_Lindbergh Ctr Stn'],['7_Lindbergh Ctr Stn'],both,FALSE
904755,['809_Lindbergh Ctr Stn'],,left_only,FALSE
904756,['809_Lindbergh Ctr Stn'],['7_Lindbergh Ctr Stn'],both,FALSE
904758,['36_Decatur Stn'],['11_EXECUTIVE PARK DR NE @ ORTHO LN'],both,FALSE
904759,['6_Inman Park Stn'],,left_only,FALSE
904760,['102_North Avenue Stn'],,left_only,FALSE
904761,['102_Candler Park Stn'],,left_only,FALSE
904762,['102_North Avenue Stn'],,left_only,FALSE
904763,['50_UPS Distribution Ctr'],['2_Bankhead Stn'],both,FALSE
904763,['50_UPS Distribution Ctr'],['2L_UPS Distribution Ctr'],both,FALSE
904765,['50_UPS Distribution Ctr'],"['2L_UPS Distribution Ctr', '2_Bankhead Stn']",both,FALSE
904766,['50_North Avenue Stn'],"['2L_Candler Park Stn', '2_Candler Park Stn']",both,FALSE
904767,['50_North Avenue Stn'],"['2L_Candler Park Stn', '2_Candler Park Stn']",both,FALSE
904769,['50_North Avenue Stn'],"['2L_Candler Park Stn', '2_Candler Park Stn']",both,FALSE
904770,['36_Decatur Stn'],['11_EXECUTIVE PARK DR NE @ ORTHO LN'],both,FALSE
904771,['36_Decatur Stn'],['11_EXECUTIVE PARK DR NE @ ORTHO LN'],both,FALSE
904772,['36_Decatur Stn'],,left_only,FALSE
904777,['36_Midtown Stn'],['11_2144 Hills Avenue'],both,FALSE
904778,['51_HE Holmes Stn'],['51_West Lake Stn'],both,FALSE
904779,['51_HE Holmes Stn'],['51_West Lake Stn'],both,FALSE
904780,['867_Sewanee Ave'],['51_West Lake Stn'],both,FALSE
904781,['867_Sewanee Ave'],['51_Candler Park Stn'],both,FALSE
904786,['12_Midtown Stn'],"['12_Cumberland TC', '14_Midtown Stn', '1_Arts Center Stn']",both,FALSE
904787,['12_Cumberland TC'],['12_Midtown Stn'],both,FALSE
904788,['26_Bolton Rd'],,left_only,FALSE
904789,['12_Cumberland TC'],,left_only,FALSE
904796,['853_West Lake Stn'],,left_only,FALSE
904800,"['12_Cumberland TC', '14_Decatur Stn', '36_Moores Mill Ctr']","['14_HE Holmes Stn', '14_Midtown Stn']",both,FALSE
904809,['102_North Avenue Stn'],,left_only,FALSE
904812,['102_Candler Park Stn'],,left_only,FALSE
904813,['102_Candler Park Stn'],,left_only,FALSE
904817,['15_Bouldercrest Rd'],['15_South Park Blvd'],both,FALSE
904818,['15_Bouldercrest Rd'],['15_South Park Blvd'],both,FALSE
904820,"['117_Avondale Stn', '75_Avondale Stn']","['127_Emory Decatur Hosp', '127_Vista Brook Dr']",both,FALSE
904824,"['15_Decatur Stn', '823_Decatur Stn']",,left_only,FALSE
904825,['823_Rupert Rd'],,left_only,FALSE
904826,['823_Decatur Stn'],,left_only,FALSE
904827,['823_Decatur Stn'],,left_only,FALSE
904828,['823_Rupert Rd'],,left_only,FALSE
904829,['823_Rupert Rd'],,left_only,FALSE
904830,['823_Decatur Stn'],,left_only,FALSE
904832,['823_Decatur Stn'],,left_only,FALSE
904833,['823_Decatur Stn'],,left_only,FALSE
904834,['823_Rupert Rd'],,left_only,FALSE
904835,['823_Rupert Rd'],,left_only,FALSE
904836,['823_Rupert Rd'],,left_only,FALSE
904837,['1_West End Stn'],['1_West End Stn'],both,TRUE
904843,['823_Decatur Stn'],,left_only,FALSE
904849,['114_GSU Perimeter Colg'],['114_Xpress P&R Lot'],both,FALSE
904850,['114_GSU Perimeter Colg'],['114_Xpress P&R Lot'],both,FALSE
904854,['51_North Avenue Stn'],['51_Candler Park Stn'],both,FALSE
904855,['823_Decatur Stn'],,left_only,FALSE
904856,['823_Decatur Stn'],,left_only,FALSE
904857,"['123_Decatur Stn', '36_Decatur Stn']","['118_Avondale Stn', '122_Avondale Stn']",both,FALSE
904858,"['123_Decatur Stn', '36_Decatur Stn']","['118_Avondale Stn', '122_Avondale Stn']",both,FALSE
904859,"['123_Decatur Stn', '36_Decatur Stn']","['118_Avondale Stn', '122_Avondale Stn']",both,FALSE
904860,"['123_Decatur Stn', '19_East Lake Stn', '36_Decatur Stn']",,left_only,FALSE
904861,['19_Chamblee Stn'],"['15_Lindbergh Ctr Stn', '17_Lenox Stn']",both,FALSE
904862,['58_Bolton/Parrot Ave'],,left_only,FALSE
904864,['58_Bolton/Parrot Ave'],,left_only,FALSE
904865,['853_West Lake Stn'],,left_only,FALSE
904866,['853_West Lake Stn'],,left_only,FALSE
904867,['853_West Lake Stn'],,left_only,FALSE
904868,['853_West Lake Stn'],,left_only,FALSE
904873,['1_Moores Mill Ctr'],['1_Arts Center Stn'],both,FALSE
904875,['1_Moores Mill Ctr'],['1_Arts Center Stn'],both,FALSE
904880,['58_Bolton/Parrot Ave'],,left_only,FALSE
904881,['36_Decatur Stn'],['11_EXECUTIVE PARK DR NE @ ORTHO LN'],both,FALSE
904882,"['36_King Memorial Stn', '809_Midtown Stn']","['11_2144 Hills Avenue', '7_West End Stn']",both,FALSE
904883,['36_Midtown Stn'],['11_2144 Hills Avenue'],both,FALSE
904884,['36_Midtown Stn'],['11_2144 Hills Avenue'],both,FALSE
904888,['51_HE Holmes Stn'],['51_West Lake Stn'],both,FALSE
904889,['51_HE Holmes Stn'],['51_West Lake Stn'],both,FALSE
904891,"['853_Skipper Dr', '853_West Lake Stn']",,left_only,FALSE
904898,['50_UPS Distribution Ctr'],,left_only,FALSE
904901,['6_Lindbergh Ctr Stn'],,left_only,FALSE
904902,['6_Inman Park Stn'],,left_only,FALSE
904903,['114_GSU Perimeter Colg'],['114_Xpress P&R Lot'],both,FALSE
904904,['114_GSU Perimeter Colg'],['114_Xpress P&R Lot'],both,FALSE
904905,['114_GSU Perimeter Colg'],['114_Xpress P&R Lot'],both,FALSE
904906,['114_GSU Perimeter Colg'],['114_Xpress P&R Lot'],both,FALSE
904917,"['102_Georgia State Stn', '899_Candler Park Stn']","['2L_Candler Park Stn', '2_Candler Park Stn']",both,FALSE
904923,['40_Arts Center Stn'],,left_only,FALSE
904924,['40_West End Stn'],,left_only,FALSE
904925,['40_West End Stn'],,left_only,FALSE
904929,['40_Arts Center Stn'],['11_EXECUTIVE PARK DR NE @ ORTHO LN'],both,FALSE
904930,['40_Arts Center Stn'],,left_only,FALSE
904931,['40_West End Stn'],,left_only,FALSE
904932,['40_Arts Center Stn'],,left_only,FALSE
904938,['15_Decatur Stn'],['15_Lindbergh Ctr Stn'],both,FALSE
904939,['15_Bouldercrest Rd'],['15_South Park Blvd'],both,FALSE
904940,"['117_Tuckersone Pkwy', '75_Xpress P&R Lot']","['127_Emory Decatur Hosp', '127_Vista Brook Dr']",both,FALSE
904941,['120_Avondale Stn'],['120_Decatur Stn'],both,FALSE
904942,"['123_Midtown Stn', '36_N DeKalb Mall']","['118_Juliette Rd', '122_Greer Cir']",both,FALSE
904943,['19_East Lake Stn'],,left_only,FALSE
904946,['1_Moores Mill Ctr'],['1_Arts Center Stn'],both,FALSE
904946,['1_Moores Mill Ctr'],['1_Arts Center Stn'],both,FALSE
904948,['1_West End Stn'],['1_West End Stn'],both,TRUE
904950,['6_Inman Park Stn'],,left_only,FALSE
904951,['6_Inman Park Stn'],,left_only,FALSE
904952,['6_Lindbergh Ctr Stn'],,left_only,FALSE
904953,['823_Rupert Rd'],,left_only,FALSE
904954,['823_Rupert Rd'],,left_only,FALSE
904955,['823_Rupert Rd'],,left_only,FALSE
904956,['823_Rupert Rd'],,left_only,FALSE
904957,['1_West End Stn'],['1_West End Stn'],both,TRUE
904958,['51_HE Holmes Stn'],['51_West Lake Stn'],both,FALSE
904960,['51_HE Holmes Stn'],['51_West Lake Stn'],both,FALSE
904961,['51_HE Holmes Stn'],,left_only,FALSE
904962,"['51_West Lake Stn', '853_HE Holmes Stn']",['51_West Lake Stn'],both,FALSE
904963,"['853_Skipper Dr', '853_West Lake Stn']",,left_only,FALSE
904964,"['853_Skipper Dr', '853_West Lake Stn']",,left_only,FALSE
904966,"['50_HE Holmes Stn', '51_UPS Distribution Ctr']","['2L_UPS Distribution Ctr', '2_Bankhead Stn']",both,FALSE
904967,"['50_HE Holmes Stn', '51_UPS Distribution Ctr']","['2L_UPS Distribution Ctr', '2_Bankhead Stn']",both,FALSE
904968,"['50_North Avenue Stn', '51_North Avenue Stn']","['2L_Candler Park Stn', '2_Candler Park Stn']",both,FALSE
904976,['114_Avondale Stn'],['114_Decatur Stn'],both,FALSE
904977,['114_Avondale Stn'],['114_Decatur Stn'],both,FALSE
904978,['34_GSU Perimeter Colg'],['34_South DeKalb Mall'],both,FALSE
904979,['34_GSU Perimeter Colg'],['34_South DeKalb Mall'],both,FALSE
904980,['34_East Lake Stn'],['34_East Lake Stn'],both,TRUE
904988,['15_Decatur Stn'],['15_Lindbergh Ctr Stn'],both,FALSE
904989,['15_Decatur Stn'],['15_Lindbergh Ctr Stn'],both,FALSE
904990,['15_Bouldercrest Rd'],['15_South Park Blvd'],both,FALSE
904991,['15_Decatur Stn'],['15_Lindbergh Ctr Stn'],both,FALSE
904992,['15_Bouldercrest Rd'],['15_South Park Blvd'],both,FALSE
904993,['15_Decatur Stn'],['15_Lindbergh Ctr Stn'],both,FALSE
904994,['15_Decatur Stn'],"['15_Lindbergh Ctr Stn', '15_South Park Blvd']",both,FALSE
904995,['15_Decatur Stn'],['15_Lindbergh Ctr Stn'],both,FALSE
904996,['853_Skipper Dr'],,left_only,FALSE
904999,"['26_Bolton Rd', '26_Five Points Stn']","['26a_Bankhead Stn', '26b_Bankhead Stn']",both,FALSE
905000,"['36_Lindbergh Ctr Stn', '809_Decatur Stn']",['7_Lindbergh Ctr Stn'],both,FALSE
905001,['36_Decatur Stn'],"['11_2144 Hills Avenue', '11_EXECUTIVE PARK DR NE @ ORTHO LN']",both,FALSE
905006,"['102_Candler Park Stn', '899_Georgia State Stn']","['2L_Candler Park Stn', '2_Candler Park Stn']",both,FALSE
905012,['12_Cumberland TC'],['14_HE Holmes Stn'],both,FALSE
905012,['12_Cumberland TC'],"['11_2144 Hills Avenue', '12_Midtown Stn']",both,FALSE
905017,['12_Midtown Stn'],"['11_EXECUTIVE PARK DR NE @ ORTHO LN', '12_Cumberland TC']",both,FALSE
905018,['12_Cumberland TC'],"['11_2144 Hills Avenue', '12_Midtown Stn']",both,FALSE
905019,['12_Midtown Stn'],"['11_EXECUTIVE PARK DR NE @ ORTHO LN', '12_Cumberland TC', '14_Midtown Stn']",both,FALSE
905020,['6_Lindbergh Ctr Stn'],,left_only,FALSE
905021,['6_Inman Park Stn'],,left_only,FALSE
905022,['6_Inman Park Stn'],,left_only,FALSE
905023,['6_Inman Park Stn'],,left_only,FALSE
905024,['816_Five Points Stn'],,left_only,FALSE
905026,"['58_West Lake Stn', '853_West End Stn']",,left_only,FALSE
905027,"['58_West Lake Stn', '853_West End Stn']",,left_only,FALSE
905034,"['102_North Avenue Stn', '899_North Avenue Stn']","['2L_UPS Distribution Ctr', '2_Bankhead Stn', '49L_North Avenue Stn', '49_North Avenue Stn']",both,FALSE
905036,['2_East Lake Stn'],,left_only,FALSE
905040,['853_Skipper Dr'],,left_only,FALSE
905041,['853_Skipper Dr'],,left_only,FALSE
905047,"['102_North Avenue Stn', '899_North Avenue Stn']","['2L_UPS Distribution Ctr', '2_Bankhead Stn']",both,FALSE
905049,['2_East Lake Stn'],,left_only,FALSE
905050,['2_East Lake Stn'],,left_only,FALSE
905055,['102_Candler Park Stn'],,left_only,FALSE
905066,['117_Xpress P&R Lot'],['127_Vista Brook Dr'],both,FALSE
905070,['823_Rupert Rd'],,left_only,FALSE
905074,['19_East Lake Stn'],,left_only,FALSE
905075,['19_East Lake Stn'],,left_only,FALSE
905076,['19_Chamblee Stn'],,left_only,FALSE
905079,['120_Goldsmith P&R Lot'],['120_Juliette Rd'],both,FALSE
905080,['19_Chamblee Stn'],,left_only,FALSE
905081,['19_Chamblee Stn'],,left_only,FALSE
905082,"['853_Skipper Dr', '853_West Lake Stn']",,left_only,FALSE
905084,"['853_Skipper Dr', '853_West Lake Stn']",,left_only,FALSE
905090,['114_Avondale Stn'],['114_Decatur Stn'],both,FALSE
905091,['114_Avondale Stn'],['114_Decatur Stn'],both,FALSE
905092,['114_Avondale Stn'],['114_Decatur Stn'],both,FALSE
905093,['114_Avondale Stn'],['114_Decatur Stn'],both,FALSE
905094,['34_East Lake Stn'],['34_East Lake Stn'],both,TRUE
905095,['34_East Lake Stn'],['34_East Lake Stn'],both,TRUE
905096,['34_East Lake Stn'],['34_East Lake Stn'],both,TRUE
905097,['34_GSU Perimeter Colg'],['34_South DeKalb Mall'],both,FALSE
905098,"['853_Skipper Dr', '853_West Lake Stn']",,left_only,FALSE
905099,"['853_Skipper Dr', '853_West Lake Stn']",,left_only,FALSE
905100,"['853_Skipper Dr', '853_West Lake Stn']",,left_only,FALSE
905101,['19_Chamblee Stn'],"['15_Lindbergh Ctr Stn', '17_Lenox Stn']",both,FALSE
905102,['19_Chamblee Stn'],"['15_Lindbergh Ctr Stn', '17_Lenox Stn']",both,FALSE
905103,['19_Chamblee Stn'],"['15_Lindbergh Ctr Stn', '17_Lenox Stn']",both,FALSE
905104,['19_Chamblee Stn'],"['15_Lindbergh Ctr Stn', '17_Lenox Stn']",both,FALSE
905105,['15_Bouldercrest Rd'],['15_South Park Blvd'],both,FALSE
905106,['15_Decatur Stn'],['15_Lindbergh Ctr Stn'],both,FALSE
905107,['15_Bouldercrest Rd'],['15_South Park Blvd'],both,FALSE
905108,['15_Decatur Stn'],['15_Lindbergh Ctr Stn'],both,FALSE
905111,['853_Skipper Dr'],,left_only,FALSE
905112,['853_Skipper Dr'],,left_only,FALSE
905115,['853_Skipper Dr'],,left_only,FALSE
905116,['853_Skipper Dr'],,left_only,FALSE
905117,['120_Goldsmith P&R Lot'],['120_Juliette Rd'],both,FALSE
905118,['120_Goldsmith P&R Lot'],['120_Juliette Rd'],both,FALSE
905119,['120_Goldsmith P&R Lot'],['120_Juliette Rd'],both,FALSE
905128,"['102_Georgia State Stn', '899_Candler Park Stn']",,left_only,FALSE
905129,['899_Georgia State Stn'],"['2L_Candler Park Stn', '2_Candler Park Stn']",both,FALSE
905132,['51_HE Holmes Stn'],['51_West Lake Stn'],both,FALSE
905133,"['58_Bolton/Parrot Ave', '853_Skipper Dr']",,left_only,FALSE
905134,"['58_Bolton/Parrot Ave', '853_Skipper Dr']",,left_only,FALSE
905142,['26_Five Points Stn'],,left_only,FALSE
905143,['26_Five Points Stn'],,left_only,FALSE
905144,['26_Five Points Stn'],,left_only,FALSE
905145,['6_Lindbergh Ctr Stn'],,left_only,FALSE
905146,['816_Emory University'],,left_only,FALSE
905148,['34_East Lake Stn'],['34_East Lake Stn'],both,TRUE
905149,['34_GSU Perimeter Colg'],['34_South DeKalb Mall'],both,FALSE
905152,"['51_North Avenue Stn', '853_Skipper Dr']",['51_Candler Park Stn'],both,FALSE
905153,['51_North Avenue Stn'],['51_Candler Park Stn'],both,FALSE
905154,['51_North Avenue Stn'],['51_Candler Park Stn'],both,FALSE
905155,['51_North Avenue Stn'],['51_Candler Park Stn'],both,FALSE
905157,['51_North Avenue Stn'],['51_Candler Park Stn'],both,FALSE
905158,['51_North Avenue Stn'],['51_Candler Park Stn'],both,FALSE
905159,"['50_West End Stn', '58_North Avenue Stn']",['2L_Candler Park Stn'],both,FALSE
905161,['51_North Avenue Stn'],,left_only,FALSE
905162,['51_HE Holmes Stn'],,left_only,FALSE
905163,['133_Doraville Stn'],,left_only,FALSE
905172,['5_Dunwoody Stn'],['5_Dunwoody Stn'],both,TRUE
905173,['39_Doraville Stn'],['39_Doraville Stn'],both,TRUE
905182,['110_Brookhaven Stn'],['25_Chamblee Stn'],both,FALSE
905185,['126_Chamblee Stn'],['125_Dunwoody Stn'],both,FALSE
905186,['126_Chamblee Stn'],['125_Dunwoody Stn'],both,FALSE
905188,['110_Brookhaven Stn'],['25_Chamblee Stn'],both,FALSE
905189,['110_Brookhaven Stn'],['25_Chamblee Stn'],both,FALSE
905190,['110_Brookhaven Stn'],['25_Chamblee Stn'],both,FALSE
905191,"['25_Chamblee Stn', '825_Doraville Stn']","['125_Kensington Stn', '25_Chamblee Stn']",both,FALSE
905193,"['25_Doraville Stn', '825_Chamblee Stn']","['125_Kensington Stn', '25_Chamblee Stn']",both,FALSE
905194,['124_Lawrenceville Hwy'],['121L_Kensington Stn'],both,FALSE
905195,['124_Lawrenceville Hwy'],['121L_Kensington Stn'],both,FALSE
905196,['124_Lawrenceville Hwy'],['121L_Kensington Stn'],both,FALSE
905197,['124_Lawrenceville Hwy'],['121L_Kensington Stn'],both,FALSE
905198,['124_Doraville Stn'],['121L_Doraville Stn'],both,FALSE
905199,['124_Doraville Stn'],['121L_Doraville Stn'],both,FALSE
905200,['124_Lawrenceville Hwy'],['121L_Kensington Stn'],both,FALSE
905201,['124_Doraville Stn'],['121L_Doraville Stn'],both,FALSE
905207,['75_Tuckersone Pkwy'],,left_only,FALSE
905209,['75_Tuckersone Pkwy'],,left_only,FALSE
905210,['124_Doraville Stn'],['121L_Doraville Stn'],both,FALSE
905211,['19_Chamblee Stn'],,left_only,FALSE
905212,['19_Chamblee Stn'],,left_only,FALSE
905213,['19_Chamblee Stn'],,left_only,FALSE
905219,['117_Avondale Stn'],['118_Avondale Stn'],both,FALSE
905220,['73_Westpark Ind Pk'],['73_Boat Rock Rd/Reynolds Rd SW'],both,FALSE
905231,['133_Doraville Stn'],,left_only,FALSE
905232,['133_Doraville Stn'],,left_only,FALSE
905233,['133_Doraville Stn'],,left_only,FALSE
905234,"['133_Chamblee Stn', '47_Doraville Stn']",['125_Dunwoody Stn'],both,FALSE
905236,['110_Arts Center Stn'],['25_Lenox Stn'],both,FALSE
905236,['110_Arts Center Stn'],['25_Lenox Stn'],both,FALSE
905237,['110_Arts Center Stn'],['25_Lenox Stn'],both,FALSE
905238,['110_Arts Center Stn'],['25_Lenox Stn'],both,FALSE
905239,['47_Brookhaven Stn'],['46_Brookhaven Stn'],both,FALSE
905243,['19_Chamblee Stn'],,left_only,FALSE
905244,['19_Chamblee Stn'],['48_Brookhaven Stn'],both,FALSE
905245,['19_East Lake Stn'],,left_only,FALSE
